samp,cmpd_name,area,cmpd_type,samp_type,sal,conc
240108_Smp_25ppt_A,L-Arginosuccinic acid,NA,S,Smp,25,0
240108_Smp_25ppt_B,L-Arginosuccinic acid,107093,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Arginosuccinic acid,NA,S,Smp,25,0
240108_Smp_30ppt_A,L-Arginosuccinic acid,30578,S,Smp,30,0
240108_Smp_30ppt_B,L-Arginosuccinic acid,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Arginosuccinic acid,NA,S,Smp,30,0
240108_Smp_35ppt_A,L-Arginosuccinic acid,NA,S,Smp,35,0
240108_Smp_35ppt_B,L-Arginosuccinic acid,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Arginosuccinic acid,NA,S,Smp,35,0
240108_Smp_40ppt_A,L-Arginosuccinic acid,170235,S,Smp,40,0
240108_Smp_40ppt_B,L-Arginosuccinic acid,98550,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Arginosuccinic acid,NA,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Arginosuccinic acid,57319164,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Arginosuccinic acid,37748304,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Arginosuccinic acid,51750444,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Arginosuccinic acid,67733744,S,Std,NA,4
240108_Poo_Syn_Full1,L-Asparagine,1330321,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Asparagine,1277257,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Asparagine,1813520,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Asparagine,745064,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Asparagine,1066312,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Asparagine,1346387,S,Poo,NA,0
240108_Smp_25ppt_A,L-Asparagine,989399,S,Smp,25,0
240108_Smp_25ppt_B,L-Asparagine,904267,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Asparagine,468623,S,Smp,25,0
240108_Smp_30ppt_A,L-Asparagine,1241319,S,Smp,30,0
240108_Smp_30ppt_B,L-Asparagine,785391,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Asparagine,366858,S,Smp,30,0
240108_Smp_35ppt_A,L-Asparagine,2106758,S,Smp,35,0
240108_Smp_35ppt_B,L-Asparagine,1630112,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Asparagine,908491,S,Smp,35,0
240108_Smp_40ppt_A,L-Asparagine,1717655,S,Smp,40,0
240108_Smp_40ppt_B,L-Asparagine,1505870,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Asparagine,752447,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Asparagine,58096924,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Asparagine,83456032,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Asparagine,77948136,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Asparagine,107772832,S,Std,NA,4
240108_Poo_Syn_Full1,L-Aspartic acid,165577872,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Aspartic acid,163398416,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Aspartic acid,215057376,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Aspartic acid,79722456,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Aspartic acid,80475376,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Aspartic acid,110460496,S,Poo,NA,0
240108_Smp_25ppt_A,L-Aspartic acid,178762944,S,Smp,25,0
240108_Smp_25ppt_B,L-Aspartic acid,192576288,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Aspartic acid,200909,S,Smp,25,0
240108_Smp_30ppt_A,L-Aspartic acid,103299312,S,Smp,30,0
240108_Smp_30ppt_B,L-Aspartic acid,140985056,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Aspartic acid,215942,S,Smp,30,0
240108_Smp_35ppt_A,L-Aspartic acid,161502560,S,Smp,35,0
240108_Smp_35ppt_B,L-Aspartic acid,154331888,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Aspartic acid,179108,S,Smp,35,0
240108_Smp_40ppt_A,L-Aspartic acid,263689728,S,Smp,40,0
240108_Smp_40ppt_B,L-Aspartic acid,284419392,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Aspartic acid,414642,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Aspartic acid,24603240,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Aspartic acid,30373454,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Aspartic acid,118649992,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Aspartic acid,166017776,S,Std,NA,4
240108_Poo_Syn_Full1,L-Cystathionine,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Cystathionine,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Cystathionine,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Cystathionine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Cystathionine,NA,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Cystathionine,NA,S,Poo,NA,0
240108_Smp_25ppt_A,L-Cystathionine,NA,S,Smp,25,0
240108_Smp_25ppt_B,L-Cystathionine,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Cystathionine,NA,S,Smp,25,0
240108_Smp_30ppt_A,L-Cystathionine,NA,S,Smp,30,0
240108_Smp_30ppt_B,L-Cystathionine,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Cystathionine,NA,S,Smp,30,0
240108_Smp_35ppt_A,L-Cystathionine,NA,S,Smp,35,0
240108_Smp_35ppt_B,L-Cystathionine,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Cystathionine,NA,S,Smp,35,0
240108_Smp_40ppt_A,L-Cystathionine,NA,S,Smp,40,0
240108_Smp_40ppt_B,L-Cystathionine,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Cystathionine,NA,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Cystathionine,53416072,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Cystathionine,23212476,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Cystathionine,19811712,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Cystathionine,23900752,S,Std,NA,4
240108_Poo_Syn_Full1,L-Cystine,113867,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Cystine,137565,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Cystine,283093,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Cystine,0,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Cystine,34143,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Cystine,35206,S,Poo,NA,0
240108_Smp_25ppt_A,L-Cystine,91118,S,Smp,25,0
240108_Smp_25ppt_B,L-Cystine,47685,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Cystine,0,S,Smp,25,0
240108_Smp_30ppt_A,L-Cystine,0,S,Smp,30,0
240108_Smp_30ppt_B,L-Cystine,0,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Cystine,0,S,Smp,30,0
240108_Smp_35ppt_A,L-Cystine,807982,S,Smp,35,0
240108_Smp_35ppt_B,L-Cystine,94406,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Cystine,0,S,Smp,35,0
240108_Smp_40ppt_A,L-Cystine,334661,S,Smp,40,0
240108_Smp_40ppt_B,L-Cystine,778053,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Cystine,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Cystine,51319724,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Cystine,69776472,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Cystine,65490516,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Cystine,102629192,S,Std,NA,4
240108_Poo_Syn_Full1,L-Glutamic acid,10292892672,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Glutamic acid,10481308672,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Glutamic acid,11419547648,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Glutamic acid,5791477248,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Glutamic acid,5913640448,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Glutamic acid,6803094016,S,Poo,NA,0
240108_Smp_25ppt_A,L-Glutamic acid,7021020672,S,Smp,25,0
240108_Smp_25ppt_B,L-Glutamic acid,7985321984,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Glutamic acid,1532567,S,Smp,25,0
240108_Smp_30ppt_A,L-Glutamic acid,7432406528,S,Smp,30,0
240108_Smp_30ppt_B,L-Glutamic acid,10302526464,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Glutamic acid,2469193,S,Smp,30,0
240108_Smp_35ppt_A,L-Glutamic acid,15293676544,S,Smp,35,0
240108_Smp_35ppt_B,L-Glutamic acid,13542265856,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Glutamic acid,1390502,S,Smp,35,0
240108_Smp_40ppt_A,L-Glutamic acid,13988205568,S,Smp,40,0
240108_Smp_40ppt_B,L-Glutamic acid,13509107712,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Glutamic acid,11378835,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Glutamic acid,96432360,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Glutamic acid,137210784,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Glutamic acid,6567156224,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Glutamic acid,7851889152,S,Std,NA,4
240108_Poo_Syn_Full1,L-Glutamine,1136864640,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Glutamine,1169905536,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Glutamine,1374444928,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Glutamine,562190784,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Glutamine,639438080,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Glutamine,760971968,S,Poo,NA,0
240108_Smp_25ppt_A,L-Glutamine,691098624,S,Smp,25,0
240108_Smp_25ppt_B,L-Glutamine,926729152,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Glutamine,666879,S,Smp,25,0
240108_Smp_30ppt_A,L-Glutamine,870071168,S,Smp,30,0
240108_Smp_30ppt_B,L-Glutamine,878863168,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Glutamine,233673,S,Smp,30,0
240108_Smp_35ppt_A,L-Glutamine,2524243200,S,Smp,35,0
240108_Smp_35ppt_B,L-Glutamine,1969486208,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Glutamine,1005095,S,Smp,35,0
240108_Smp_40ppt_A,L-Glutamine,892070720,S,Smp,40,0
240108_Smp_40ppt_B,L-Glutamine,973384384,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Glutamine,948656,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Glutamine,415003040,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Glutamine,527453312,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Glutamine,1084666752,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Glutamine,1294270464,S,Std,NA,4
240108_Poo_Syn_Full1,L-Histidine,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Histidine,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Histidine,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Histidine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Histidine,895140,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Histidine,NA,S,Poo,NA,0
240108_Smp_25ppt_A,L-Histidine,NA,S,Smp,25,0
240108_Smp_25ppt_B,L-Histidine,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Histidine,77881,S,Smp,25,0
240108_Smp_30ppt_A,L-Histidine,NA,S,Smp,30,0
240108_Smp_30ppt_B,L-Histidine,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Histidine,NA,S,Smp,30,0
240108_Smp_35ppt_A,L-Histidine,NA,S,Smp,35,0
240108_Smp_35ppt_B,L-Histidine,NA,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Histidine,NA,S,Smp,35,0
240108_Smp_40ppt_A,L-Histidine,NA,S,Smp,40,0
240108_Smp_40ppt_B,L-Histidine,750926,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Histidine,NA,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Histidine,1026031936,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Histidine,329317760,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Histidine,NA,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Histidine,NA,S,Std,NA,4
240108_Poo_Syn_Full1,L-Homocystine,123168,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Homocystine,126808,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Homocystine,20730,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Homocystine,76600,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Homocystine,31389,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Homocystine,0,S,Poo,NA,0
240108_Smp_25ppt_A,L-Homocystine,98771,S,Smp,25,0
240108_Smp_25ppt_B,L-Homocystine,31471,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Homocystine,273996,S,Smp,25,0
240108_Smp_30ppt_A,L-Homocystine,101661,S,Smp,30,0
240108_Smp_30ppt_B,L-Homocystine,59864,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Homocystine,131042,S,Smp,30,0
240108_Smp_35ppt_A,L-Homocystine,14125,S,Smp,35,0
240108_Smp_35ppt_B,L-Homocystine,15227,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Homocystine,304551,S,Smp,35,0
240108_Smp_40ppt_A,L-Homocystine,284667,S,Smp,40,0
240108_Smp_40ppt_B,L-Homocystine,137498,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Homocystine,168573,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Homocystine,50800224,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Homocystine,61393240,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Homocystine,59309024,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Homocystine,83790096,S,Std,NA,4
240108_Poo_Syn_Full1,L-Homoserine,58158464,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Homoserine,56953804,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Homoserine,76800680,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Homoserine,33856812,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Homoserine,35038952,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Homoserine,43895580,S,Poo,NA,0
240108_Smp_25ppt_A,L-Homoserine,52361540,S,Smp,25,0
240108_Smp_25ppt_B,L-Homoserine,64196204,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Homoserine,308195,S,Smp,25,0
240108_Smp_30ppt_A,L-Homoserine,57578172,S,Smp,30,0
240108_Smp_30ppt_B,L-Homoserine,76706976,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Homoserine,480795,S,Smp,30,0
240108_Smp_35ppt_A,L-Homoserine,83698248,S,Smp,35,0
240108_Smp_35ppt_B,L-Homoserine,66704200,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Homoserine,211455,S,Smp,35,0
240108_Smp_40ppt_A,L-Homoserine,81614408,S,Smp,40,0
240108_Smp_40ppt_B,L-Homoserine,65708188,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Homoserine,164657,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Homoserine,215197296,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Homoserine,286076032,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Homoserine,332564096,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Homoserine,431821120,S,Std,NA,4
240108_Poo_Syn_Full1,L-Hydroxylysine,NA,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Hydroxylysine,NA,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Hydroxylysine,NA,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Hydroxylysine,NA,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Hydroxylysine,80344,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Hydroxylysine,NA,S,Poo,NA,0
240108_Smp_25ppt_A,L-Hydroxylysine,NA,S,Smp,25,0
240108_Smp_25ppt_B,L-Hydroxylysine,NA,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Hydroxylysine,NA,S,Smp,25,0
240108_Smp_30ppt_A,L-Hydroxylysine,NA,S,Smp,30,0
240108_Smp_30ppt_B,L-Hydroxylysine,NA,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Hydroxylysine,NA,S,Smp,30,0
240108_Smp_35ppt_A,L-Hydroxylysine,NA,S,Smp,35,0
240108_Smp_35ppt_B,L-Hydroxylysine,12605,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Hydroxylysine,NA,S,Smp,35,0
240108_Smp_40ppt_A,L-Hydroxylysine,NA,S,Smp,40,0
240108_Smp_40ppt_B,L-Hydroxylysine,NA,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Hydroxylysine,NA,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Hydroxylysine,88953360,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Hydroxylysine,60307200,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Hydroxylysine,62697640,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Hydroxylysine,82047784,S,Std,NA,4
240108_Poo_Syn_Full1,L-Isoleucine,483360320,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Isoleucine,500775328,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Isoleucine,508553216,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Isoleucine,233777264,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Isoleucine,285318464,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Isoleucine,265505760,S,Poo,NA,0
240108_Smp_25ppt_A,L-Isoleucine,442888448,S,Smp,25,0
240108_Smp_25ppt_B,L-Isoleucine,516205792,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Isoleucine,4024599,S,Smp,25,0
240108_Smp_30ppt_A,L-Isoleucine,380459776,S,Smp,30,0
240108_Smp_30ppt_B,L-Isoleucine,570908800,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Isoleucine,6234798,S,Smp,30,0
240108_Smp_35ppt_A,L-Isoleucine,764204032,S,Smp,35,0
240108_Smp_35ppt_B,L-Isoleucine,678336448,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Isoleucine,1777872,S,Smp,35,0
240108_Smp_40ppt_A,L-Isoleucine,543222592,S,Smp,40,0
240108_Smp_40ppt_B,L-Isoleucine,568443776,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Isoleucine,1520483,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Isoleucine,345912736,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Isoleucine,697874432,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Isoleucine,719249280,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Isoleucine,887258176,S,Std,NA,4
240108_Poo_Syn_Full1,"L-Isoleucine, 15N",41567112,IS,Poo,NA,0
240108_Poo_Syn_Full2,"L-Isoleucine, 15N",43527092,IS,Poo,NA,0
240108_Poo_Syn_Full3,"L-Isoleucine, 15N",49994540,IS,Poo,NA,0
240108_Poo_Syn_Half1,"L-Isoleucine, 15N",18791320,IS,Poo,NA,0
240108_Poo_Syn_Half2,"L-Isoleucine, 15N",27299216,IS,Poo,NA,0
240108_Poo_Syn_Half3,"L-Isoleucine, 15N",30547958,IS,Poo,NA,0
240108_Smp_25ppt_A,"L-Isoleucine, 15N",48749604,IS,Smp,25,0
240108_Smp_25ppt_B,"L-Isoleucine, 15N",44451376,IS,Smp,25,0
240108_Smp_25ppt_Blk,"L-Isoleucine, 15N",78570216,IS,Smp,25,0
240108_Smp_30ppt_A,"L-Isoleucine, 15N",52180836,IS,Smp,30,0
240108_Smp_30ppt_B,"L-Isoleucine, 15N",51479660,IS,Smp,30,0
240108_Smp_30ppt_Blk,"L-Isoleucine, 15N",81328256,IS,Smp,30,0
240108_Smp_35ppt_A,"L-Isoleucine, 15N",32901816,IS,Smp,35,0
240108_Smp_35ppt_B,"L-Isoleucine, 15N",31860200,IS,Smp,35,0
240108_Smp_35ppt_Blk,"L-Isoleucine, 15N",78703960,IS,Smp,35,0
240108_Smp_40ppt_A,"L-Isoleucine, 15N",45058828,IS,Smp,40,0
240108_Smp_40ppt_B,"L-Isoleucine, 15N",40676272,IS,Smp,40,0
240108_Smp_40ppt_Blk,"L-Isoleucine, 15N",76480424,IS,Smp,40,0
240108_Poo_Syn_Full1,L-Leucine,483757568,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Leucine,484885824,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Leucine,518106496,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Leucine,236231584,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Leucine,277225824,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Leucine,276915328,S,Poo,NA,0
240108_Smp_25ppt_A,L-Leucine,444838112,S,Smp,25,0
240108_Smp_25ppt_B,L-Leucine,505428224,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Leucine,4131069,S,Smp,25,0
240108_Smp_30ppt_A,L-Leucine,382315712,S,Smp,30,0
240108_Smp_30ppt_B,L-Leucine,558570624,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Leucine,4590300,S,Smp,30,0
240108_Smp_35ppt_A,L-Leucine,770134976,S,Smp,35,0
240108_Smp_35ppt_B,L-Leucine,675305088,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Leucine,400984,S,Smp,35,0
240108_Smp_40ppt_A,L-Leucine,542878464,S,Smp,40,0
240108_Smp_40ppt_B,L-Leucine,567396864,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Leucine,2956222,S,Smp,40,0
240108_Std_4uMStdsMix2InH2O_1,L-Leucine,281336992,S,Std,NA,4
240108_Std_4uMStdsMix2InH2O_2,L-Leucine,523892896,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,L-Leucine,780599232,S,Std,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,L-Leucine,860134656,S,Std,NA,4
240108_Poo_Syn_Full1,L-Lysine,36097180,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Lysine,34400736,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Lysine,40526004,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Lysine,17395962,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Lysine,16059747,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Lysine,21072806,S,Poo,NA,0
240108_Smp_25ppt_A,L-Lysine,29896850,S,Smp,25,0
240108_Smp_25ppt_B,L-Lysine,32787820,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Lysine,33099,S,Smp,25,0
240108_Smp_30ppt_A,L-Lysine,24261512,S,Smp,30,0
240108_Smp_30ppt_B,L-Lysine,37517196,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Lysine,28075,S,Smp,30,0
240108_Smp_35ppt_A,L-Lysine,63783180,S,Smp,35,0
240108_Smp_35ppt_B,L-Lysine,50678188,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Lysine,31579,S,Smp,35,0
240108_Smp_40ppt_A,L-Lysine,30770964,S,Smp,40,0
240108_Smp_40ppt_B,L-Lysine,35026044,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Lysine,212399,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Lysine,73956048,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Lysine,47747344,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Lysine,67276872,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Lysine,81361080,S,Std,NA,4
240108_Poo_Syn_Full1,L-Methionine,25766398,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Methionine,30297220,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Methionine,34905284,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Methionine,10523705,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Methionine,19185122,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Methionine,22148860,S,Poo,NA,0
240108_Smp_25ppt_A,L-Methionine,18104976,S,Smp,25,0
240108_Smp_25ppt_B,L-Methionine,13547305,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Methionine,0,S,Smp,25,0
240108_Smp_30ppt_A,L-Methionine,17634058,S,Smp,30,0
240108_Smp_30ppt_B,L-Methionine,24020486,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Methionine,0,S,Smp,30,0
240108_Smp_35ppt_A,L-Methionine,70137896,S,Smp,35,0
240108_Smp_35ppt_B,L-Methionine,41494976,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Methionine,0,S,Smp,35,0
240108_Smp_40ppt_A,L-Methionine,33083484,S,Smp,40,0
240108_Smp_40ppt_B,L-Methionine,34439212,S,Smp,40,0
240108_Smp_40ppt_Blk,L-Methionine,0,S,Smp,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Methionine,383006432,S,Std,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Methionine,800404480,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Methionine,498330784,S,Std,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Methionine,667510016,S,Std,NA,4
240108_Poo_Syn_Full1,L-Methionine S-oxide,982470,S,Poo,NA,0
240108_Poo_Syn_Full2,L-Methionine S-oxide,410379,S,Poo,NA,0
240108_Poo_Syn_Full3,L-Methionine S-oxide,318349,S,Poo,NA,0
240108_Poo_Syn_Half1,L-Methionine S-oxide,425152,S,Poo,NA,0
240108_Poo_Syn_Half2,L-Methionine S-oxide,407888,S,Poo,NA,0
240108_Poo_Syn_Half3,L-Methionine S-oxide,407678,S,Poo,NA,0
240108_Smp_25ppt_A,L-Methionine S-oxide,487879,S,Smp,25,0
240108_Smp_25ppt_B,L-Methionine S-oxide,413054,S,Smp,25,0
240108_Smp_25ppt_Blk,L-Methionine S-oxide,0,S,Smp,25,0
240108_Smp_30ppt_A,L-Methionine S-oxide,151008,S,Smp,30,0
240108_Smp_30ppt_B,L-Methionine S-oxide,297522,S,Smp,30,0
240108_Smp_30ppt_Blk,L-Methionine S-oxide,0,S,Smp,30,0
240108_Smp_35ppt_A,L-Methionine S-oxide,1521975,S,Smp,35,0
240108_Smp_35ppt_B,L-Methionine S-oxide,1685957,S,Smp,35,0
240108_Smp_35ppt_Blk,L-Methionine S-oxide,0,S,Smp,35,0
