cmpd_name,samp,nm,sal
Hordenine,240108_Poo_Syn_Half2,169568564318187.72,NA
Hordenine,240108_Poo_Syn_Half3,232029182356375.53,NA
Hordenine,240108_Smp_25ppt_A,209854294422131.38,25
Hordenine,240108_Smp_25ppt_B,171168623710919.6,25
Hordenine,240108_Smp_25ppt_Blk,46772747465496.164,25
Hordenine,240108_Smp_30ppt_A,59932530409240.72,30
Hordenine,240108_Smp_30ppt_B,197737374041810.78,30
Hordenine,240108_Smp_30ppt_Blk,51837714771440.16,30
Hordenine,240108_Smp_35ppt_A,149109412886340.78,35
Hordenine,240108_Smp_35ppt_B,118007044316249.17,35
Hordenine,240108_Smp_35ppt_Blk,55200896213745.945,35
Hordenine,240108_Smp_40ppt_A,97738691726663.27,40
Hordenine,240108_Smp_40ppt_B,64094747940016.84,40
Hordenine,240108_Smp_40ppt_Blk,101203491338350.5,40
Hydroxyisoleucine,240108_Poo_Syn_Full1,2187597298480305,NA
Hydroxyisoleucine,240108_Poo_Syn_Full2,2165803317711370.5,NA
Hydroxyisoleucine,240108_Poo_Syn_Full3,1632147300125360.5,NA
Hydroxyisoleucine,240108_Poo_Syn_Half1,1130807991170546,NA
Hydroxyisoleucine,240108_Poo_Syn_Half2,447555925545200.3,NA
Hydroxyisoleucine,240108_Poo_Syn_Half3,2118424240041916.2,NA
Hydroxyisoleucine,240108_Smp_25ppt_A,364950897827906.5,25
Hydroxyisoleucine,240108_Smp_25ppt_B,2045547437031806.8,25
Hydroxyisoleucine,240108_Smp_25ppt_Blk,41587762947029.84,25
Hydroxyisoleucine,240108_Smp_30ppt_A,687633684376189.75,30
Hydroxyisoleucine,240108_Smp_30ppt_B,673814475716359.5,30
Hydroxyisoleucine,240108_Smp_30ppt_Blk,155175151684387.5,30
Hydroxyisoleucine,240108_Smp_35ppt_A,4558087039366746,35
Hydroxyisoleucine,240108_Smp_35ppt_B,2049696085721620.5,35
Hydroxyisoleucine,240108_Smp_35ppt_Blk,301109162297241.4,35
Hydroxyisoleucine,240108_Smp_40ppt_A,1674071724624763.8,40
Hydroxyisoleucine,240108_Smp_40ppt_B,2334355947216465,40
Hydroxyisoleucine,240108_Smp_40ppt_Blk,110134945739845.55,40
Hydroxyproline,240108_Poo_Syn_Full1,5581173168711947,NA
Hydroxyproline,240108_Poo_Syn_Full2,5853539056427430,NA
Hydroxyproline,240108_Poo_Syn_Full3,6294332934357810,NA
Hydroxyproline,240108_Poo_Syn_Half1,6115601748548175,NA
Hydroxyproline,240108_Poo_Syn_Half2,5811520790637081,NA
Hydroxyproline,240108_Poo_Syn_Half3,5625316190863461,NA
Hydroxyproline,240108_Smp_25ppt_A,6549978743896807,25
Hydroxyproline,240108_Smp_25ppt_B,8446389595847072,25
Hydroxyproline,240108_Smp_25ppt_Blk,10776286137687.54,25
Hydroxyproline,240108_Smp_30ppt_A,4249266776053755,30
Hydroxyproline,240108_Smp_30ppt_B,6018879047145562,30
Hydroxyproline,240108_Smp_30ppt_Blk,69932167227754.73,30
Hydroxyproline,240108_Smp_35ppt_A,9567556038035252,35
Hydroxyproline,240108_Smp_35ppt_B,8957398001951727,35
Hydroxyproline,240108_Smp_35ppt_Blk,56653399594701.8,35
Hydroxyproline,240108_Smp_40ppt_A,5554058377978962,40
Hydroxyproline,240108_Smp_40ppt_B,6434371319446058,40
Hydroxyproline,240108_Smp_40ppt_Blk,51205282759529.12,40
Hypotaurine,240108_Poo_Syn_Full1,NA,NA
Hypotaurine,240108_Poo_Syn_Full2,2031764337.6257,NA
Hypotaurine,240108_Poo_Syn_Full3,NA,NA
Hypotaurine,240108_Poo_Syn_Half1,NA,NA
Hypotaurine,240108_Poo_Syn_Half2,NA,NA
Hypotaurine,240108_Poo_Syn_Half3,NA,NA
Hypotaurine,240108_Smp_25ppt_A,NA,25
Hypotaurine,240108_Smp_25ppt_B,NA,25
Hypotaurine,240108_Smp_25ppt_Blk,NA,25
Hypotaurine,240108_Smp_30ppt_A,NA,30
Hypotaurine,240108_Smp_30ppt_B,NA,30
Hypotaurine,240108_Smp_30ppt_Blk,NA,30
Hypotaurine,240108_Smp_35ppt_A,NA,35
Hypotaurine,240108_Smp_35ppt_B,NA,35
Hypotaurine,240108_Smp_35ppt_Blk,NA,35
Hypotaurine,240108_Smp_40ppt_A,NA,40
Hypotaurine,240108_Smp_40ppt_B,NA,40
Hypotaurine,240108_Smp_40ppt_Blk,NA,40
Hypoxanthine,240108_Poo_Syn_Full1,NA,NA
Hypoxanthine,240108_Poo_Syn_Full2,NA,NA
Hypoxanthine,240108_Poo_Syn_Full3,NA,NA
Hypoxanthine,240108_Poo_Syn_Half1,NA,NA
Hypoxanthine,240108_Poo_Syn_Half2,NA,NA
Hypoxanthine,240108_Poo_Syn_Half3,NA,NA
Hypoxanthine,240108_Smp_25ppt_A,NA,25
Hypoxanthine,240108_Smp_25ppt_B,NA,25
Hypoxanthine,240108_Smp_25ppt_Blk,NA,25
Hypoxanthine,240108_Smp_30ppt_A,NA,30
Hypoxanthine,240108_Smp_30ppt_B,NA,30
Hypoxanthine,240108_Smp_30ppt_Blk,NA,30
Hypoxanthine,240108_Smp_35ppt_A,NA,35
Hypoxanthine,240108_Smp_35ppt_B,NA,35
Hypoxanthine,240108_Smp_35ppt_Blk,NA,35
Hypoxanthine,240108_Smp_40ppt_A,NA,40
Hypoxanthine,240108_Smp_40ppt_B,NA,40
Hypoxanthine,240108_Smp_40ppt_Blk,NA,40
L-2-Aminoadipic acid,240108_Poo_Syn_Full1,-4198614552620664.5,NA
L-2-Aminoadipic acid,240108_Poo_Syn_Full2,-4069208403509147,NA
L-2-Aminoadipic acid,240108_Poo_Syn_Full3,-6291469852198271,NA
L-2-Aminoadipic acid,240108_Poo_Syn_Half1,-10463058399597710,NA
L-2-Aminoadipic acid,240108_Poo_Syn_Half2,-258555178630443.38,NA
L-2-Aminoadipic acid,240108_Poo_Syn_Half3,-10008777425562272,NA
L-2-Aminoadipic acid,240108_Smp_25ppt_A,-1836975766684444.5,25
L-2-Aminoadipic acid,240108_Smp_25ppt_B,-2635763030576760,25
L-2-Aminoadipic acid,240108_Smp_25ppt_Blk,-181818459978276.97,25
L-2-Aminoadipic acid,240108_Smp_30ppt_A,-3813745108910645.5,30
L-2-Aminoadipic acid,240108_Smp_30ppt_B,-5365421704146672,30
L-2-Aminoadipic acid,240108_Smp_30ppt_Blk,-0,30
L-2-Aminoadipic acid,240108_Smp_35ppt_A,-22803378268982748,35
L-2-Aminoadipic acid,240108_Smp_35ppt_B,-15352065827246926,35
L-2-Aminoadipic acid,240108_Smp_35ppt_Blk,-41008514506500.7,35
L-2-Aminoadipic acid,240108_Smp_40ppt_A,-5066137998535616,40
L-2-Aminoadipic acid,240108_Smp_40ppt_B,-7276937582434298,40
L-2-Aminoadipic acid,240108_Smp_40ppt_Blk,-0,40
L-Alanine,240108_Poo_Syn_Full1,1903133666427332400,NA
L-Alanine,240108_Poo_Syn_Full2,2039760383981457e3,NA
L-Alanine,240108_Poo_Syn_Full3,2166257399565806600,NA
L-Alanine,240108_Poo_Syn_Half1,2146010345344132900,NA
L-Alanine,240108_Poo_Syn_Half2,1994493587603460400,NA
L-Alanine,240108_Poo_Syn_Half3,1.8943538953838241e+18,NA
L-Alanine,240108_Smp_25ppt_A,1968852756833761500,25
L-Alanine,240108_Smp_25ppt_B,2631315042286202e3,25
L-Alanine,240108_Smp_25ppt_Blk,2821355320059700.5,25
L-Alanine,240108_Smp_30ppt_A,1719966728920921e3,30
L-Alanine,240108_Smp_30ppt_B,2773322420755901e3,30
L-Alanine,240108_Smp_30ppt_Blk,4318702104683067.5,30
L-Alanine,240108_Smp_35ppt_A,3353190443688036e3,35
L-Alanine,240108_Smp_35ppt_B,3157289141665488400,35
L-Alanine,240108_Smp_35ppt_Blk,1233548503240753,35
L-Alanine,240108_Smp_40ppt_A,1773461822273415700,40
L-Alanine,240108_Smp_40ppt_B,1940416380857569e3,40
L-Alanine,240108_Smp_40ppt_Blk,10745651196569964,40
L-Arginine,240108_Poo_Syn_Full1,NA,NA
L-Arginine,240108_Poo_Syn_Full2,NA,NA
L-Arginine,240108_Poo_Syn_Full3,NA,NA
L-Arginine,240108_Poo_Syn_Half1,NA,NA
L-Arginine,240108_Poo_Syn_Half2,NA,NA
L-Arginine,240108_Poo_Syn_Half3,NA,NA
L-Arginine,240108_Smp_25ppt_A,NA,25
L-Arginine,240108_Smp_25ppt_B,NA,25
L-Arginine,240108_Smp_25ppt_Blk,NA,25
L-Arginine,240108_Smp_30ppt_A,NA,30
L-Arginine,240108_Smp_30ppt_B,NA,30
L-Arginine,240108_Smp_30ppt_Blk,NA,30
L-Arginine,240108_Smp_35ppt_A,NA,35
L-Arginine,240108_Smp_35ppt_B,NA,35
L-Arginine,240108_Smp_35ppt_Blk,NA,35
L-Arginine,240108_Smp_40ppt_A,NA,40
L-Arginine,240108_Smp_40ppt_B,NA,40
L-Arginine,240108_Smp_40ppt_Blk,NA,40
L-Arginosuccinic acid,240108_Poo_Syn_Full1,NA,NA
L-Arginosuccinic acid,240108_Poo_Syn_Full2,NA,NA
L-Arginosuccinic acid,240108_Poo_Syn_Full3,1026875945407.976,NA
L-Arginosuccinic acid,240108_Poo_Syn_Half1,NA,NA
L-Arginosuccinic acid,240108_Poo_Syn_Half2,NA,NA
L-Arginosuccinic acid,240108_Poo_Syn_Half3,NA,NA
L-Arginosuccinic acid,240108_Smp_25ppt_A,NA,25
L-Arginosuccinic acid,240108_Smp_25ppt_B,2820692661164.3467,25
L-Arginosuccinic acid,240108_Smp_25ppt_Blk,NA,25
L-Arginosuccinic acid,240108_Smp_30ppt_A,830860793815.3467,30
L-Arginosuccinic acid,240108_Smp_30ppt_B,NA,30
L-Arginosuccinic acid,240108_Smp_30ppt_Blk,NA,30
L-Arginosuccinic acid,240108_Smp_35ppt_A,NA,35
L-Arginosuccinic acid,240108_Smp_35ppt_B,NA,35
L-Arginosuccinic acid,240108_Smp_35ppt_Blk,NA,35
L-Arginosuccinic acid,240108_Smp_40ppt_A,5903151895850.977,40
L-Arginosuccinic acid,240108_Smp_40ppt_B,3501251125773.8286,40
L-Arginosuccinic acid,240108_Smp_40ppt_Blk,NA,40
L-Asparagine,240108_Poo_Syn_Full1,90955502663540.8,NA
L-Asparagine,240108_Poo_Syn_Full2,73156601988859.06,NA
L-Asparagine,240108_Poo_Syn_Full3,95518991018520.03,NA
L-Asparagine,240108_Poo_Syn_Half1,90810797774585.55,NA
L-Asparagine,240108_Poo_Syn_Half2,101753121529657.34,NA
L-Asparagine,240108_Poo_Syn_Half3,112354857195495.23,NA
L-Asparagine,240108_Smp_25ppt_A,53066075896406.17,25
L-Asparagine,240108_Smp_25ppt_B,53249860960763.08,25
L-Asparagine,240108_Smp_25ppt_Blk,17035599776247.62,25
L-Asparagine,240108_Smp_30ppt_A,65694565224573.164,30
L-Asparagine,240108_Smp_30ppt_B,42986951095343.39,30
L-Asparagine,240108_Smp_30ppt_Blk,12630219183276.357,30
L-Asparagine,240108_Smp_35ppt_A,156036460743446.25,35
L-Asparagine,240108_Smp_35ppt_B,132701094975941.02,35
L-Asparagine,240108_Smp_35ppt_Blk,33520935754957.297,35
L-Asparagine,240108_Smp_40ppt_A,89908949543107.48,40
L-Asparagine,240108_Smp_40ppt_B,90513113295797.89,40
L-Asparagine,240108_Smp_40ppt_Blk,28595668957351.297,40
L-Aspartic acid,240108_Poo_Syn_Full1,49647604353762256,NA
L-Aspartic acid,240108_Poo_Syn_Full2,48601159175796480,NA
L-Aspartic acid,240108_Poo_Syn_Full3,40858047160280630,NA
L-Aspartic acid,240108_Poo_Syn_Half1,46295465427526576,NA
L-Aspartic acid,240108_Poo_Syn_Half2,50407668268178976,NA
L-Aspartic acid,240108_Poo_Syn_Half3,43510571045333896,NA
L-Aspartic acid,240108_Smp_25ppt_A,44574330377019200,25
L-Aspartic acid,240108_Smp_25ppt_B,46890490212099976,25
L-Aspartic acid,240108_Smp_25ppt_Blk,54354842902935.586,25
L-Aspartic acid,240108_Smp_30ppt_A,29070182594481052,30
L-Aspartic acid,240108_Smp_30ppt_B,39341774827557200,30
L-Aspartic acid,240108_Smp_30ppt_Blk,66203911673459.445,30
L-Aspartic acid,240108_Smp_35ppt_A,54618318954842064,35
L-Aspartic acid,240108_Smp_35ppt_B,56459657223403616,35
L-Aspartic acid,240108_Smp_35ppt_Blk,49063424989374.49,35
L-Aspartic acid,240108_Smp_40ppt_A,55599139655882824,40
L-Aspartic acid,240108_Smp_40ppt_B,61395299794715710,40
L-Aspartic acid,240108_Smp_40ppt_Blk,105069380421231.86,40
L-Cystathionine,240108_Poo_Syn_Full1,NA,NA
L-Cystathionine,240108_Poo_Syn_Full2,NA,NA
L-Cystathionine,240108_Poo_Syn_Full3,NA,NA
L-Cystathionine,240108_Poo_Syn_Half1,NA,NA
L-Cystathionine,240108_Poo_Syn_Half2,NA,NA
L-Cystathionine,240108_Poo_Syn_Half3,NA,NA
L-Cystathionine,240108_Smp_25ppt_A,NA,25
L-Cystathionine,240108_Smp_25ppt_B,NA,25
L-Cystathionine,240108_Smp_25ppt_Blk,NA,25
L-Cystathionine,240108_Smp_30ppt_A,NA,30
L-Cystathionine,240108_Smp_30ppt_B,NA,30
L-Cystathionine,240108_Smp_30ppt_Blk,NA,30
L-Cystathionine,240108_Smp_35ppt_A,NA,35
L-Cystathionine,240108_Smp_35ppt_B,NA,35
L-Cystathionine,240108_Smp_35ppt_Blk,NA,35
L-Cystathionine,240108_Smp_40ppt_A,NA,40
L-Cystathionine,240108_Smp_40ppt_B,NA,40
L-Cystathionine,240108_Smp_40ppt_Blk,NA,40
L-Cystine,240108_Poo_Syn_Full1,6989801176436.66,NA
L-Cystine,240108_Poo_Syn_Full2,8376791025706.981,NA
L-Cystine,240108_Poo_Syn_Full3,11010913145486.312,NA
L-Cystine,240108_Poo_Syn_Half1,0,NA
L-Cystine,240108_Poo_Syn_Half2,4378307050860.364,NA
L-Cystine,240108_Poo_Syn_Half3,2839065564197.389,NA
L-Cystine,240108_Smp_25ppt_A,4651386747994.738,25
L-Cystine,240108_Smp_25ppt_B,2377030159751.453,25
L-Cystine,240108_Smp_25ppt_Blk,0,25
L-Cystine,240108_Smp_30ppt_A,0,30
L-Cystine,240108_Smp_30ppt_B,0,30
L-Cystine,240108_Smp_30ppt_Blk,0,30
L-Cystine,240108_Smp_35ppt_A,55941170288168.66,35
L-Cystine,240108_Smp_35ppt_B,7070548541806.832,35
L-Cystine,240108_Smp_35ppt_Blk,0,35
L-Cystine,240108_Smp_40ppt_A,14446109645599.037,40
L-Cystine,240108_Smp_40ppt_B,34383972084536.285,40
L-Cystine,240108_Smp_40ppt_Blk,0,40
L-Glutamic acid,240108_Poo_Syn_Full1,16589027738958302e4,NA
L-Glutamic acid,240108_Poo_Syn_Full2,17043124680435427e4,NA
L-Glutamic acid,240108_Poo_Syn_Full3,17714210585827757e4,NA
L-Glutamic acid,240108_Poo_Syn_Half1,17741450376643353e4,NA
L-Glutamic acid,240108_Poo_Syn_Half2,17376975739349605e4,NA
L-Glutamic acid,240108_Poo_Syn_Half3,1899357220256016e5,NA
L-Glutamic acid,240108_Smp_25ppt_A,11224205773357475e4,25
L-Glutamic acid,240108_Smp_25ppt_B,13145698749259013e4,25
L-Glutamic acid,240108_Smp_25ppt_Blk,24956608779639308,25
L-Glutamic acid,240108_Smp_30ppt_A,11601319208724639e4,30
L-Glutamic acid,240108_Smp_30ppt_B,16203677349693692e4,30
L-Glutamic acid,240108_Smp_30ppt_Blk,40221720123723170,30
L-Glutamic acid,240108_Smp_35ppt_A,3022242902113479e5,35
L-Glutamic acid,240108_Smp_35ppt_B,2811475350485897e5,35
L-Glutamic acid,240108_Smp_35ppt_Blk,23630451385271800,35
L-Glutamic acid,240108_Smp_40ppt_A,1992881621980403e5,40
L-Glutamic acid,240108_Smp_40ppt_B,2078623628661718e5,40
L-Glutamic acid,240108_Smp_40ppt_Blk,195899660698170720,40
L-Glutamine,240108_Poo_Syn_Full1,1836863384372425500,NA
L-Glutamine,240108_Poo_Syn_Full2,1948746559778707700,NA
L-Glutamine,240108_Poo_Syn_Full3,2072054285429071e3,NA
L-Glutamine,240108_Poo_Syn_Half1,1787355951343746600,NA
L-Glutamine,240108_Poo_Syn_Half2,1796730994081676300,NA
L-Glutamine,240108_Poo_Syn_Half3,1785127268860682500,NA
L-Glutamine,240108_Smp_25ppt_A,1196581297654387700,25
L-Glutamine,240108_Smp_25ppt_B,1688942585836686600,25
L-Glutamine,240108_Smp_25ppt_Blk,1216775162008068,25
L-Glutamine,240108_Smp_30ppt_A,1375502269486242800,30
L-Glutamine,240108_Smp_30ppt_B,1507210353056339500,30
L-Glutamine,240108_Smp_30ppt_Blk,421627867213052.25,30
L-Glutamine,240108_Smp_35ppt_A,4821811681757236e3,35
L-Glutamine,240108_Smp_35ppt_B,3942193861044603400,35
L-Glutamine,240108_Smp_35ppt_Blk,1677794066362749,35
L-Glutamine,240108_Smp_40ppt_A,1278069393335827e3,40
L-Glutamine,240108_Smp_40ppt_B,1432734633697739500,40
L-Glutamine,240108_Smp_40ppt_Blk,1577212708656238,40
L-Histidine,240108_Poo_Syn_Full1,NA,NA
L-Histidine,240108_Poo_Syn_Full2,NA,NA
L-Histidine,240108_Poo_Syn_Full3,NA,NA
L-Histidine,240108_Poo_Syn_Half1,NA,NA
L-Histidine,240108_Poo_Syn_Half2,NA,NA
L-Histidine,240108_Poo_Syn_Half3,NA,NA
L-Histidine,240108_Smp_25ppt_A,NA,25
L-Histidine,240108_Smp_25ppt_B,NA,25
L-Histidine,240108_Smp_25ppt_Blk,NA,25
L-Histidine,240108_Smp_30ppt_A,NA,30
L-Histidine,240108_Smp_30ppt_B,NA,30
L-Histidine,240108_Smp_30ppt_Blk,NA,30
L-Histidine,240108_Smp_35ppt_A,NA,35
L-Histidine,240108_Smp_35ppt_B,NA,35
L-Histidine,240108_Smp_35ppt_Blk,NA,35
L-Histidine,240108_Smp_40ppt_A,NA,40
L-Histidine,240108_Smp_40ppt_B,NA,40
L-Histidine,240108_Smp_40ppt_Blk,NA,40
L-Homocystine,240108_Poo_Syn_Full1,4376680992343.763,NA
L-Homocystine,240108_Poo_Syn_Full2,4851753888291.473,NA
L-Homocystine,240108_Poo_Syn_Full3,783248829345.9425,NA
L-Homocystine,240108_Poo_Syn_Half1,5182542964925.214,NA
L-Homocystine,240108_Poo_Syn_Half2,2395545666583.647,NA
L-Homocystine,240108_Poo_Syn_Half3,0,NA
L-Homocystine,240108_Smp_25ppt_A,2796888696980.9443,25
L-Homocystine,240108_Smp_25ppt_B,866259102196.4227,25
L-Homocystine,240108_Smp_25ppt_Blk,7904455594308.549,25
L-Homocystine,240108_Smp_30ppt_A,3456244762108.708,30
L-Homocystine,240108_Smp_30ppt_B,1968517333842.4841,30
L-Homocystine,240108_Smp_30ppt_Blk,4946520072064.551,30
L-Homocystine,240108_Smp_35ppt_A,658994581662.6106,35
L-Homocystine,240108_Smp_35ppt_B,731683734908.379,35
L-Homocystine,240108_Smp_35ppt_Blk,11956837464368.033,35
L-Homocystine,240108_Smp_40ppt_A,9514149725537.504,40
L-Homocystine,240108_Smp_40ppt_B,4561744096848.887,40
L-Homocystine,240108_Smp_40ppt_Blk,7091128780953.653,40
L-Homoserine,240108_Poo_Syn_Full1,17211616165312740,NA
L-Homoserine,240108_Poo_Syn_Full2,17376724987020366,NA
L-Homoserine,240108_Poo_Syn_Full3,21207011778900184,NA
L-Homoserine,240108_Poo_Syn_Half1,19715782423393408,NA
L-Homoserine,240108_Poo_Syn_Half2,18033345266485132,NA
L-Homoserine,240108_Poo_Syn_Half3,18860879614151272,NA
L-Homoserine,240108_Smp_25ppt_A,16605624742380806,25
L-Homoserine,240108_Smp_25ppt_B,21429499900737444,25
L-Homoserine,240108_Smp_25ppt_Blk,102998170078880.64,25
L-Homoserine,240108_Smp_30ppt_A,16672665325673016,30
L-Homoserine,240108_Smp_30ppt_B,24095064461649764,30
L-Homoserine,240108_Smp_30ppt_Blk,158899065067166.12,30
L-Homoserine,240108_Smp_35ppt_A,29284380632741976,35
L-Homoserine,240108_Smp_35ppt_B,24455629113522576,35
L-Homoserine,240108_Smp_35ppt_Blk,64653215087873.83,35
L-Homoserine,240108_Smp_40ppt_A,21417195966976332,40
L-Homoserine,240108_Smp_40ppt_B,17715014076391796,40
L-Homoserine,240108_Smp_40ppt_Blk,50142078724737.266,40
L-Hydroxylysine,240108_Poo_Syn_Full1,NA,NA
L-Hydroxylysine,240108_Poo_Syn_Full2,NA,NA
L-Hydroxylysine,240108_Poo_Syn_Full3,NA,NA
L-Hydroxylysine,240108_Poo_Syn_Half1,NA,NA
L-Hydroxylysine,240108_Poo_Syn_Half2,-791784394977.5533,NA
L-Hydroxylysine,240108_Poo_Syn_Half3,NA,NA
L-Hydroxylysine,240108_Smp_25ppt_A,NA,25
L-Hydroxylysine,240108_Smp_25ppt_B,NA,25
L-Hydroxylysine,240108_Smp_25ppt_Blk,NA,25
L-Hydroxylysine,240108_Smp_30ppt_A,NA,30
L-Hydroxylysine,240108_Smp_30ppt_B,NA,30
L-Hydroxylysine,240108_Smp_30ppt_Blk,NA,30
L-Hydroxylysine,240108_Smp_35ppt_A,NA,35
L-Hydroxylysine,240108_Smp_35ppt_B,-83328717774.09097,35
L-Hydroxylysine,240108_Smp_35ppt_Blk,NA,35
L-Hydroxylysine,240108_Smp_40ppt_A,NA,40
L-Hydroxylysine,240108_Smp_40ppt_B,NA,40
L-Hydroxylysine,240108_Smp_40ppt_Blk,NA,40
L-Isoleucine,240108_Poo_Syn_Full1,309033387810465e3,NA
L-Isoleucine,240108_Poo_Syn_Full2,323018616375826750,NA
L-Isoleucine,240108_Poo_Syn_Full3,312939385715006500,NA
L-Isoleucine,240108_Poo_Syn_Half1,284088043778483740,NA
L-Isoleucine,240108_Poo_Syn_Half2,332583021705527300,NA
L-Isoleucine,240108_Poo_Syn_Half3,294052614330983550,NA
L-Isoleucine,240108_Smp_25ppt_A,280866950687480130,25
L-Isoleucine,240108_Smp_25ppt_B,337104876292025600,25
L-Isoleucine,240108_Smp_25ppt_Blk,2599798174693920.5,25
L-Isoleucine,240108_Smp_30ppt_A,235579549340459260,30
L-Isoleucine,240108_Smp_30ppt_B,356194741540258750,30
L-Isoleucine,240108_Smp_30ppt_Blk,4028829685156837,30
L-Isoleucine,240108_Smp_35ppt_A,599070188866870400,35
L-Isoleucine,240108_Smp_35ppt_B,558648987651529800,35
L-Isoleucine,240108_Smp_35ppt_Blk,1198538000658679,35
L-Isoleucine,240108_Smp_40ppt_A,3.0700697184587123e+17,40
L-Isoleucine,240108_Smp_40ppt_B,346966567259687400,40
L-Isoleucine,240108_Smp_40ppt_Blk,1038408826609070.2,40
L-Leucine,240108_Poo_Syn_Full1,459217193352270600,NA
L-Leucine,240108_Poo_Syn_Full2,464387023926268800,NA
L-Leucine,240108_Poo_Syn_Full3,4.7336791538145517e+17,NA
L-Leucine,240108_Poo_Syn_Half1,426230581808234240,NA
L-Leucine,240108_Poo_Syn_Half2,479799554792628740,NA
L-Leucine,240108_Poo_Syn_Half3,4.5535913517800077e+17,NA
L-Leucine,240108_Smp_25ppt_A,418855512657115100,25
L-Leucine,240108_Smp_25ppt_B,490069429142411260,25
L-Leucine,240108_Smp_25ppt_Blk,3962191196255118.5,25
L-Leucine,240108_Smp_30ppt_A,351485121194407940,30
L-Leucine,240108_Smp_30ppt_B,517433828608770900,30
L-Leucine,240108_Smp_30ppt_Blk,4404063285187603.5,30
L-Leucine,240108_Smp_35ppt_A,896378005304700800,35
L-Leucine,240108_Smp_35ppt_B,825752401099064600,35
L-Leucine,240108_Smp_35ppt_Blk,401360216283251.94,35
L-Leucine,240108_Smp_40ppt_A,455542591696354e3,40
L-Leucine,240108_Smp_40ppt_B,514212944387289150,40
L-Leucine,240108_Smp_40ppt_Blk,2997642290142227,40
L-Lysine,240108_Poo_Syn_Full1,1104650757388859.1,NA
L-Lysine,240108_Poo_Syn_Full2,1062110433068576,NA
L-Lysine,240108_Poo_Syn_Full3,1193644264926529.8,NA
L-Lysine,240108_Poo_Syn_Half1,1011850724747297.6,NA
L-Lysine,240108_Poo_Syn_Half2,896037547783566.25,NA
L-Lysine,240108_Poo_Syn_Half3,1117096725349677.5,NA
L-Lysine,240108_Smp_25ppt_A,907505009890081.9,25
L-Lysine,240108_Smp_25ppt_B,1024877634703430.4,25
L-Lysine,240108_Smp_25ppt_Blk,1023408935576.5709,25
L-Lysine,240108_Smp_30ppt_A,719058151384053.6,30
L-Lysine,240108_Smp_30ppt_B,1120388005390344.8,30
L-Lysine,240108_Smp_30ppt_Blk,868347579469.4954,30
L-Lysine,240108_Smp_35ppt_A,2393270919779356.5,35
L-Lysine,240108_Smp_35ppt_B,1997709125767963,35
L-Lysine,240108_Smp_35ppt_Blk,1018983152059.4812,35
L-Lysine,240108_Smp_40ppt_A,832393784779202.6,40
L-Lysine,240108_Smp_40ppt_B,1023313055044702,40
L-Lysine,240108_Smp_40ppt_Blk,6943150546224.705,40
L-Methionine,240108_Poo_Syn_Full1,-661166959372496.5,NA
L-Methionine,240108_Poo_Syn_Full2,-742421277887652.9,NA
L-Methionine,240108_Poo_Syn_Full3,-744690617796304.75,NA
L-Methionine,240108_Poo_Syn_Half1,-597335960033879.4,NA
L-Methionine,240108_Poo_Syn_Half2,-749586357229741.75,NA
L-Methionine,240108_Poo_Syn_Half3,-773350688267928.1,NA
L-Methionine,240108_Smp_25ppt_A,-396126725912054.7,25
L-Methionine,240108_Smp_25ppt_B,-325068571287471.56,25
L-Methionine,240108_Smp_25ppt_Blk,-0,25
L-Methionine,240108_Smp_30ppt_A,-360452892829385.5,30
L-Methionine,240108_Smp_30ppt_B,-497683684282866.6,30
L-Methionine,240108_Smp_30ppt_Blk,-0,30
L-Methionine,240108_Smp_35ppt_A,-2273736573938712.5,35
L-Methionine,240108_Smp_35ppt_B,-1389166504818057.5,35
L-Methionine,240108_Smp_35ppt_Blk,-0,35
L-Methionine,240108_Smp_40ppt_A,-783138600024648.5,40
L-Methionine,240108_Smp_40ppt_B,-903065697735352,40
L-Methionine,240108_Smp_40ppt_Blk,-0,40
L-Methionine S-oxide,240108_Poo_Syn_Full1,-333849728797265.56,NA
L-Methionine S-oxide,240108_Poo_Syn_Full2,-152180885989472.16,NA
L-Methionine S-oxide,240108_Poo_Syn_Full3,-122591667367735.84,NA
L-Methionine S-oxide,240108_Poo_Syn_Half1,-312532513334256.9,NA
L-Methionine S-oxide,240108_Poo_Syn_Half2,-282789139278347.2,NA
L-Methionine S-oxide,240108_Poo_Syn_Half3,-277424250410442.03,NA
L-Methionine S-oxide,240108_Smp_25ppt_A,-162600016462999.12,25
L-Methionine S-oxide,240108_Smp_25ppt_B,-143273789786923.53,25
L-Methionine S-oxide,240108_Smp_25ppt_Blk,-0,25
L-Methionine S-oxide,240108_Smp_30ppt_A,-53857380561449.15,30
L-Methionine S-oxide,240108_Smp_30ppt_B,-111148582585241.78,30
L-Methionine S-oxide,240108_Smp_30ppt_Blk,-0,30
L-Methionine S-oxide,240108_Smp_35ppt_A,-773493019605676.1,35
L-Methionine S-oxide,240108_Smp_35ppt_B,-857452524019198.75,35
L-Methionine S-oxide,240108_Smp_35ppt_Blk,-0,35
L-Methionine S-oxide,240108_Smp_40ppt_A,-190959139564011.84,40
L-Methionine S-oxide,240108_Smp_40ppt_B,-157977447622753.28,40
L-Methionine S-oxide,240108_Smp_40ppt_Blk,-0,40
L-Ornithine,240108_Poo_Syn_Full1,-116336905925277.89,NA
L-Ornithine,240108_Poo_Syn_Full2,-88228124922143.73,NA
