cmpd_name,samp,nm,sal
Creatinine,240108_Smp_25ppt_Blk,3344199733876143,25
Creatinine,240108_Smp_30ppt_A,14650069439054734,30
Creatinine,240108_Smp_30ppt_B,4918731936164185,30
Creatinine,240108_Smp_30ppt_Blk,6036974738265678,30
Creatinine,240108_Smp_35ppt_A,12069977370534556,35
Creatinine,240108_Smp_35ppt_B,32161908578976448,35
Creatinine,240108_Smp_35ppt_Blk,4947342430794136,35
Creatinine,240108_Smp_40ppt_A,6787384435593575,40
Creatinine,240108_Smp_40ppt_B,16854582295518910,40
Creatinine,240108_Smp_40ppt_Blk,4294128602382063,40
"Cys-Gly, oxidized",240108_Poo_Syn_Full1,NA,NA
"Cys-Gly, oxidized",240108_Poo_Syn_Full2,NA,NA
"Cys-Gly, oxidized",240108_Poo_Syn_Full3,12949880358280.39,NA
"Cys-Gly, oxidized",240108_Poo_Syn_Half1,2651555535387.7666,NA
"Cys-Gly, oxidized",240108_Poo_Syn_Half2,NA,NA
"Cys-Gly, oxidized",240108_Poo_Syn_Half3,5457153892261.008,NA
"Cys-Gly, oxidized",240108_Smp_25ppt_A,NA,25
"Cys-Gly, oxidized",240108_Smp_25ppt_B,4108874719411.054,25
"Cys-Gly, oxidized",240108_Smp_25ppt_Blk,NA,25
"Cys-Gly, oxidized",240108_Smp_30ppt_A,3709241308620.1,30
"Cys-Gly, oxidized",240108_Smp_30ppt_B,NA,30
"Cys-Gly, oxidized",240108_Smp_30ppt_Blk,NA,30
"Cys-Gly, oxidized",240108_Smp_35ppt_A,9001113209849.004,35
"Cys-Gly, oxidized",240108_Smp_35ppt_B,13954945960194.43,35
"Cys-Gly, oxidized",240108_Smp_35ppt_Blk,NA,35
"Cys-Gly, oxidized",240108_Smp_40ppt_A,9047155375977.684,40
"Cys-Gly, oxidized",240108_Smp_40ppt_B,1660649730388.887,40
"Cys-Gly, oxidized",240108_Smp_40ppt_Blk,NA,40
Cytidine,240108_Poo_Syn_Full1,583483463260981.75,NA
Cytidine,240108_Poo_Syn_Full2,641524410352277.5,NA
Cytidine,240108_Poo_Syn_Full3,684384891352142.75,NA
Cytidine,240108_Poo_Syn_Half1,449375691823637.5,NA
Cytidine,240108_Poo_Syn_Half2,535402510480320.3,NA
Cytidine,240108_Poo_Syn_Half3,602129013605632.9,NA
Cytidine,240108_Smp_25ppt_A,862284102905179.75,25
Cytidine,240108_Smp_25ppt_B,704824884459072.75,25
Cytidine,240108_Smp_25ppt_Blk,0,25
Cytidine,240108_Smp_30ppt_A,681489549708716.1,30
Cytidine,240108_Smp_30ppt_B,704428309267066.75,30
Cytidine,240108_Smp_30ppt_Blk,0,30
Cytidine,240108_Smp_35ppt_A,651964281556460.9,35
Cytidine,240108_Smp_35ppt_B,620196410506150.9,35
Cytidine,240108_Smp_35ppt_Blk,0,35
Cytidine,240108_Smp_40ppt_A,666588386283943.5,40
Cytidine,240108_Smp_40ppt_B,710534984053280,40
Cytidine,240108_Smp_40ppt_Blk,14083566488445.383,40
Cytosine,240108_Poo_Syn_Full1,445086897309575400,NA
Cytosine,240108_Poo_Syn_Full2,432040029564237200,NA
Cytosine,240108_Poo_Syn_Full3,423783232770069060,NA
Cytosine,240108_Poo_Syn_Half1,440111470546994900,NA
Cytosine,240108_Poo_Syn_Half2,456603981332554750,NA
Cytosine,240108_Poo_Syn_Half3,433478462133926850,NA
Cytosine,240108_Smp_25ppt_A,527295856529385150,25
Cytosine,240108_Smp_25ppt_B,462270946563728600,25
Cytosine,240108_Smp_25ppt_Blk,12546322171561734,25
Cytosine,240108_Smp_30ppt_A,319249854019243800,30
Cytosine,240108_Smp_30ppt_B,640025036732833300,30
Cytosine,240108_Smp_30ppt_Blk,11934673811228256,30
Cytosine,240108_Smp_35ppt_A,585832052140555e3,35
Cytosine,240108_Smp_35ppt_B,417770570955932160,35
Cytosine,240108_Smp_35ppt_Blk,22301084209875872,35
Cytosine,240108_Smp_40ppt_A,294144637644500800,40
Cytosine,240108_Smp_40ppt_B,541381453310797060,40
Cytosine,240108_Smp_40ppt_Blk,18520714763133176,40
Deoxyadenosine,240108_Poo_Syn_Full1,34371172443204160,NA
Deoxyadenosine,240108_Poo_Syn_Full2,31347876567398376,NA
Deoxyadenosine,240108_Poo_Syn_Full3,28736559222191012,NA
Deoxyadenosine,240108_Poo_Syn_Half1,17655989346753656,NA
Deoxyadenosine,240108_Poo_Syn_Half2,23887307893605032,NA
Deoxyadenosine,240108_Poo_Syn_Half3,21794994318485588,NA
Deoxyadenosine,240108_Smp_25ppt_A,57180513850259350,25
Deoxyadenosine,240108_Smp_25ppt_B,28794946597413432,25
Deoxyadenosine,240108_Smp_25ppt_Blk,707981015294080.4,25
Deoxyadenosine,240108_Smp_30ppt_A,25791461274220160,30
Deoxyadenosine,240108_Smp_30ppt_B,31717043414002444,30
Deoxyadenosine,240108_Smp_30ppt_Blk,170678729713554.94,30
Deoxyadenosine,240108_Smp_35ppt_A,15667658058049020,35
Deoxyadenosine,240108_Smp_35ppt_B,24211754586244288,35
Deoxyadenosine,240108_Smp_35ppt_Blk,256307929377831.16,35
Deoxyadenosine,240108_Smp_40ppt_A,38482684009294030,40
Deoxyadenosine,240108_Smp_40ppt_B,42126344948847160,40
Deoxyadenosine,240108_Smp_40ppt_Blk,213121383657843.75,40
Dimethylglycine,240108_Poo_Syn_Full1,780335897480431400,NA
Dimethylglycine,240108_Poo_Syn_Full2,892562736035028500,NA
Dimethylglycine,240108_Poo_Syn_Full3,1023162012785581200,NA
Dimethylglycine,240108_Poo_Syn_Half1,1223534630240272600,NA
Dimethylglycine,240108_Poo_Syn_Half2,1355117241470140700,NA
Dimethylglycine,240108_Poo_Syn_Half3,1593265255237510400,NA
Dimethylglycine,240108_Smp_25ppt_A,196486002807185630,25
Dimethylglycine,240108_Smp_25ppt_B,112556408852531220,25
Dimethylglycine,240108_Smp_25ppt_Blk,506810279592079040,25
Dimethylglycine,240108_Smp_30ppt_A,512301776138539140,30
Dimethylglycine,240108_Smp_30ppt_B,604911305902543500,30
Dimethylglycine,240108_Smp_30ppt_Blk,586346900238225900,30
Dimethylglycine,240108_Smp_35ppt_A,1673729121802454800,35
Dimethylglycine,240108_Smp_35ppt_B,1694659811272244700,35
Dimethylglycine,240108_Smp_35ppt_Blk,671118814736726900,35
Dimethylglycine,240108_Smp_40ppt_A,513390247546350600,40
Dimethylglycine,240108_Smp_40ppt_B,1606039969753046e3,40
Dimethylglycine,240108_Smp_40ppt_Blk,672066694498649500,40
Dimethylsulfonioacetate,240108_Poo_Syn_Full1,NA,NA
Dimethylsulfonioacetate,240108_Poo_Syn_Full2,NA,NA
Dimethylsulfonioacetate,240108_Poo_Syn_Full3,NA,NA
Dimethylsulfonioacetate,240108_Poo_Syn_Half1,NA,NA
Dimethylsulfonioacetate,240108_Poo_Syn_Half2,166256190812478.75,NA
Dimethylsulfonioacetate,240108_Poo_Syn_Half3,NA,NA
Dimethylsulfonioacetate,240108_Smp_25ppt_A,NA,25
Dimethylsulfonioacetate,240108_Smp_25ppt_B,NA,25
Dimethylsulfonioacetate,240108_Smp_25ppt_Blk,NA,25
Dimethylsulfonioacetate,240108_Smp_30ppt_A,NA,30
Dimethylsulfonioacetate,240108_Smp_30ppt_B,154589448074939.28,30
Dimethylsulfonioacetate,240108_Smp_30ppt_Blk,NA,30
Dimethylsulfonioacetate,240108_Smp_35ppt_A,NA,35
Dimethylsulfonioacetate,240108_Smp_35ppt_B,143537469786505.62,35
Dimethylsulfonioacetate,240108_Smp_35ppt_Blk,NA,35
Dimethylsulfonioacetate,240108_Smp_40ppt_A,NA,40
Dimethylsulfonioacetate,240108_Smp_40ppt_B,NA,40
Dimethylsulfonioacetate,240108_Smp_40ppt_Blk,NA,40
Dimethylsulfoniopropionate,240108_Poo_Syn_Full1,NA,NA
Dimethylsulfoniopropionate,240108_Poo_Syn_Full2,-75348406783958.45,NA
Dimethylsulfoniopropionate,240108_Poo_Syn_Full3,NA,NA
Dimethylsulfoniopropionate,240108_Poo_Syn_Half1,NA,NA
Dimethylsulfoniopropionate,240108_Poo_Syn_Half2,-152637731346892.8,NA
Dimethylsulfoniopropionate,240108_Poo_Syn_Half3,NA,NA
Dimethylsulfoniopropionate,240108_Smp_25ppt_A,NA,25
Dimethylsulfoniopropionate,240108_Smp_25ppt_B,NA,25
Dimethylsulfoniopropionate,240108_Smp_25ppt_Blk,NA,25
Dimethylsulfoniopropionate,240108_Smp_30ppt_A,NA,30
Dimethylsulfoniopropionate,240108_Smp_30ppt_B,-66121889307925.38,30
Dimethylsulfoniopropionate,240108_Smp_30ppt_Blk,NA,30
Dimethylsulfoniopropionate,240108_Smp_35ppt_A,-101684581857567.38,35
Dimethylsulfoniopropionate,240108_Smp_35ppt_B,-239237645856756.25,35
Dimethylsulfoniopropionate,240108_Smp_35ppt_Blk,NA,35
Dimethylsulfoniopropionate,240108_Smp_40ppt_A,NA,40
Dimethylsulfoniopropionate,240108_Smp_40ppt_B,-112096697305061.78,40
Dimethylsulfoniopropionate,240108_Smp_40ppt_Blk,NA,40
Dimethylsulfoxonium propionate,240108_Poo_Syn_Full1,NA,NA
Dimethylsulfoxonium propionate,240108_Poo_Syn_Full2,NA,NA
Dimethylsulfoxonium propionate,240108_Poo_Syn_Full3,NA,NA
Dimethylsulfoxonium propionate,240108_Poo_Syn_Half1,NA,NA
Dimethylsulfoxonium propionate,240108_Poo_Syn_Half2,NA,NA
Dimethylsulfoxonium propionate,240108_Poo_Syn_Half3,NA,NA
Dimethylsulfoxonium propionate,240108_Smp_25ppt_A,NA,25
Dimethylsulfoxonium propionate,240108_Smp_25ppt_B,NA,25
Dimethylsulfoxonium propionate,240108_Smp_25ppt_Blk,NA,25
Dimethylsulfoxonium propionate,240108_Smp_30ppt_A,NA,30
Dimethylsulfoxonium propionate,240108_Smp_30ppt_B,NA,30
Dimethylsulfoxonium propionate,240108_Smp_30ppt_Blk,NA,30
Dimethylsulfoxonium propionate,240108_Smp_35ppt_A,NA,35
Dimethylsulfoxonium propionate,240108_Smp_35ppt_B,NA,35
Dimethylsulfoxonium propionate,240108_Smp_35ppt_Blk,NA,35
Dimethylsulfoxonium propionate,240108_Smp_40ppt_A,NA,40
Dimethylsulfoxonium propionate,240108_Smp_40ppt_B,5237920534835.991,40
Dimethylsulfoxonium propionate,240108_Smp_40ppt_Blk,NA,40
Ectoine,240108_Poo_Syn_Full1,-5542393648125859,NA
Ectoine,240108_Poo_Syn_Full2,-5115437093363273,NA
Ectoine,240108_Poo_Syn_Full3,-4850261384585710,NA
Ectoine,240108_Poo_Syn_Half1,-4814602863444117,NA
Ectoine,240108_Poo_Syn_Half2,-5233228484753414,NA
Ectoine,240108_Poo_Syn_Half3,-3443865712237496,NA
Ectoine,240108_Smp_25ppt_A,-3132380597545307.5,25
Ectoine,240108_Smp_25ppt_B,-2873803616941131,25
Ectoine,240108_Smp_25ppt_Blk,-1450635133158612.8,25
Ectoine,240108_Smp_30ppt_A,-3644392948293483,30
Ectoine,240108_Smp_30ppt_B,-4357339760105199,30
Ectoine,240108_Smp_30ppt_Blk,-1015180169320388.2,30
Ectoine,240108_Smp_35ppt_A,-7417522404251902,35
Ectoine,240108_Smp_35ppt_B,-10173122165353762,35
Ectoine,240108_Smp_35ppt_Blk,-1488933682932027.5,35
Ectoine,240108_Smp_40ppt_A,-8033172775937822,40
Ectoine,240108_Smp_40ppt_B,-8043038338573259,40
Ectoine,240108_Smp_40ppt_Blk,-1191171671701466.2,40
Ergothioneine,240108_Poo_Syn_Full1,1602454051304758e3,NA
Ergothioneine,240108_Poo_Syn_Full2,1679208215367345200,NA
Ergothioneine,240108_Poo_Syn_Full3,1351477348477755e3,NA
Ergothioneine,240108_Poo_Syn_Half1,1370034661954352600,NA
Ergothioneine,240108_Poo_Syn_Half2,1553009996688017400,NA
Ergothioneine,240108_Poo_Syn_Half3,1175228158142803e3,NA
Ergothioneine,240108_Smp_25ppt_A,1084438144301570300,25
Ergothioneine,240108_Smp_25ppt_B,1569117918218254600,25
Ergothioneine,240108_Smp_25ppt_Blk,55037613089530.516,25
Ergothioneine,240108_Smp_30ppt_A,1101029988301804e3,30
Ergothioneine,240108_Smp_30ppt_B,1824950427000380200,30
Ergothioneine,240108_Smp_30ppt_Blk,0,30
Ergothioneine,240108_Smp_35ppt_A,3757923642669126e3,35
Ergothioneine,240108_Smp_35ppt_B,3522860932456883e3,35
Ergothioneine,240108_Smp_35ppt_Blk,0,35
Ergothioneine,240108_Smp_40ppt_A,1542904321741955300,40
Ergothioneine,240108_Smp_40ppt_B,1622196972769547300,40
Ergothioneine,240108_Smp_40ppt_Blk,0,40
Ethanolamine,240108_Poo_Syn_Full1,2323349997954556.5,NA
Ethanolamine,240108_Poo_Syn_Full2,29514742777423016,NA
Ethanolamine,240108_Poo_Syn_Full3,33249038389862120,NA
Ethanolamine,240108_Poo_Syn_Half1,32907869333812660,NA
Ethanolamine,240108_Poo_Syn_Half2,141737473750603250,NA
Ethanolamine,240108_Poo_Syn_Half3,49597201609540630,NA
Ethanolamine,240108_Smp_25ppt_A,32896300826875764,25
Ethanolamine,240108_Smp_25ppt_B,11451305146311410,25
Ethanolamine,240108_Smp_25ppt_Blk,9751989224133256,25
Ethanolamine,240108_Smp_30ppt_A,22989280506468932,30
Ethanolamine,240108_Smp_30ppt_B,283619674146586.9,30
Ethanolamine,240108_Smp_30ppt_Blk,20803339170760396,30
Ethanolamine,240108_Smp_35ppt_A,97818595841492540,35
Ethanolamine,240108_Smp_35ppt_B,47888785894441576,35
Ethanolamine,240108_Smp_35ppt_Blk,25839519411548124,35
Ethanolamine,240108_Smp_40ppt_A,37457202419330410,40
Ethanolamine,240108_Smp_40ppt_B,104533963391471040,40
Ethanolamine,240108_Smp_40ppt_Blk,23973104261780916,40
Glucosamine,240108_Poo_Syn_Full1,48954813356627.79,NA
Glucosamine,240108_Poo_Syn_Full2,42911292134838.164,NA
Glucosamine,240108_Poo_Syn_Full3,46803354490567.39,NA
Glucosamine,240108_Poo_Syn_Half1,43989417469126.65,NA
Glucosamine,240108_Poo_Syn_Half2,35932822231369.82,NA
Glucosamine,240108_Poo_Syn_Half3,44052687289723.71,NA
Glucosamine,240108_Smp_25ppt_A,1075705186005.8994,25
Glucosamine,240108_Smp_25ppt_B,394576164178.6452,25
Glucosamine,240108_Smp_25ppt_Blk,316501771683.87787,25
Glucosamine,240108_Smp_30ppt_A,26657773185628.836,30
Glucosamine,240108_Smp_30ppt_B,30518594706683.83,30
Glucosamine,240108_Smp_30ppt_Blk,NA,30
Glucosamine,240108_Smp_35ppt_A,94919064403777.05,35
Glucosamine,240108_Smp_35ppt_B,73780300997699.53,35
Glucosamine,240108_Smp_35ppt_Blk,260500617922.0806,35
Glucosamine,240108_Smp_40ppt_A,89678150691977.95,40
Glucosamine,240108_Smp_40ppt_B,87156583978071.97,40
Glucosamine,240108_Smp_40ppt_Blk,655319799655.2899,40
Glutamylphenylalanine,240108_Poo_Syn_Full1,59218304084636.3,NA
Glutamylphenylalanine,240108_Poo_Syn_Full2,55944803598996.95,NA
Glutamylphenylalanine,240108_Poo_Syn_Full3,29239787889329.45,NA
Glutamylphenylalanine,240108_Poo_Syn_Half1,NA,NA
Glutamylphenylalanine,240108_Poo_Syn_Half2,30068776831423.676,NA
Glutamylphenylalanine,240108_Poo_Syn_Half3,46952283196164.07,NA
Glutamylphenylalanine,240108_Smp_25ppt_A,69822734711985.24,25
Glutamylphenylalanine,240108_Smp_25ppt_B,68777522326902.68,25
Glutamylphenylalanine,240108_Smp_25ppt_Blk,0,25
Glutamylphenylalanine,240108_Smp_30ppt_A,54191715101401.36,30
Glutamylphenylalanine,240108_Smp_30ppt_B,182274962525686.06,30
Glutamylphenylalanine,240108_Smp_30ppt_Blk,0,30
Glutamylphenylalanine,240108_Smp_35ppt_A,268161128981049.4,35
Glutamylphenylalanine,240108_Smp_35ppt_B,90539208963780.19,35
Glutamylphenylalanine,240108_Smp_35ppt_Blk,0,35
Glutamylphenylalanine,240108_Smp_40ppt_A,182484077759006.84,40
Glutamylphenylalanine,240108_Smp_40ppt_B,32310299010505.164,40
Glutamylphenylalanine,240108_Smp_40ppt_Blk,0,40
Glutathione,240108_Poo_Syn_Full1,NA,NA
Glutathione,240108_Poo_Syn_Full2,-8834018671591.547,NA
Glutathione,240108_Poo_Syn_Full3,NA,NA
Glutathione,240108_Poo_Syn_Half1,-201342455401147.88,NA
Glutathione,240108_Poo_Syn_Half2,-49119392638327.45,NA
Glutathione,240108_Poo_Syn_Half3,-184389786941096.06,NA
Glutathione,240108_Smp_25ppt_A,-76543746559560.98,25
Glutathione,240108_Smp_25ppt_B,-173501152401604.25,25
Glutathione,240108_Smp_25ppt_Blk,-0,25
Glutathione,240108_Smp_30ppt_A,-139620613784010.31,30
Glutathione,240108_Smp_30ppt_B,-170078337676304.62,30
Glutathione,240108_Smp_30ppt_Blk,-0,30
Glutathione,240108_Smp_35ppt_A,-0,35
Glutathione,240108_Smp_35ppt_B,-69363847245378.22,35
Glutathione,240108_Smp_35ppt_Blk,-0,35
Glutathione,240108_Smp_40ppt_A,-41746908881036.61,40
Glutathione,240108_Smp_40ppt_B,-0,40
Glutathione,240108_Smp_40ppt_Blk,-0,40
Glutathione disulfide,240108_Poo_Syn_Full1,-120534575065873,NA
Glutathione disulfide,240108_Poo_Syn_Full2,-125394447187877.78,NA
Glutathione disulfide,240108_Poo_Syn_Full3,-95164572595756.61,NA
Glutathione disulfide,240108_Poo_Syn_Half1,-124666967266755.1,NA
Glutathione disulfide,240108_Poo_Syn_Half2,-100450999022521.64,NA
Glutathione disulfide,240108_Poo_Syn_Half3,-101613310111705.58,NA
Glutathione disulfide,240108_Smp_25ppt_A,-56968145089949.64,25
Glutathione disulfide,240108_Smp_25ppt_B,-71358708866564.375,25
Glutathione disulfide,240108_Smp_25ppt_Blk,-0,25
Glutathione disulfide,240108_Smp_30ppt_A,-71379707817894.39,30
Glutathione disulfide,240108_Smp_30ppt_B,-96818413981740.25,30
Glutathione disulfide,240108_Smp_30ppt_Blk,-0,30
Glutathione disulfide,240108_Smp_35ppt_A,-191547988423354.88,35
Glutathione disulfide,240108_Smp_35ppt_B,-186628932452062.47,35
Glutathione disulfide,240108_Smp_35ppt_Blk,-0,35
Glutathione disulfide,240108_Smp_40ppt_A,-194249407180999.84,40
Glutathione disulfide,240108_Smp_40ppt_B,-193705181643778.9,40
Glutathione disulfide,240108_Smp_40ppt_Blk,-0,40
Glycerophosphocholine,240108_Poo_Syn_Full1,842604305851.768,NA
Glycerophosphocholine,240108_Poo_Syn_Full2,175793462740.90134,NA
Glycerophosphocholine,240108_Poo_Syn_Full3,639482082279.1981,NA
Glycerophosphocholine,240108_Poo_Syn_Half1,489187225699.29016,NA
Glycerophosphocholine,240108_Poo_Syn_Half2,327736396282.6148,NA
Glycerophosphocholine,240108_Poo_Syn_Half3,337913385235.0685,NA
Glycerophosphocholine,240108_Smp_25ppt_A,1668759778234.6118,25
Glycerophosphocholine,240108_Smp_25ppt_B,1789146114581.5237,25
Glycerophosphocholine,240108_Smp_25ppt_Blk,0,25
Glycerophosphocholine,240108_Smp_30ppt_A,6854729436225.965,30
Glycerophosphocholine,240108_Smp_30ppt_B,3263934889752.784,30
Glycerophosphocholine,240108_Smp_30ppt_Blk,0,30
Glycerophosphocholine,240108_Smp_35ppt_A,230234275308.81558,35
Glycerophosphocholine,240108_Smp_35ppt_B,145530806434.27084,35
Glycerophosphocholine,240108_Smp_35ppt_Blk,0,35
Glycerophosphocholine,240108_Smp_40ppt_A,708186806503.8392,40
Glycerophosphocholine,240108_Smp_40ppt_B,2182858915590.094,40
Glycerophosphocholine,240108_Smp_40ppt_Blk,0,40
Glycine,240108_Poo_Syn_Full1,23456821566777.54,NA
Glycine,240108_Poo_Syn_Full2,27056205678699.363,NA
Glycine,240108_Poo_Syn_Full3,20761316744531.926,NA
Glycine,240108_Poo_Syn_Half1,25412745676953.06,NA
Glycine,240108_Poo_Syn_Half2,28151423401818.188,NA
Glycine,240108_Poo_Syn_Half3,36925462845137.85,NA
Glycine,240108_Smp_25ppt_A,17733112692533.668,25
Glycine,240108_Smp_25ppt_B,9293472380164.639,25
Glycine,240108_Smp_25ppt_Blk,2546098482666.0444,25
Glycine,240108_Smp_30ppt_A,19639254628236.734,30
Glycine,240108_Smp_30ppt_B,8835207583882.875,30
Glycine,240108_Smp_30ppt_Blk,3682686086326.494,30
Glycine,240108_Smp_35ppt_A,52324663677261.87,35
Glycine,240108_Smp_35ppt_B,26910457292153.457,35
Glycine,240108_Smp_35ppt_Blk,2123271842928.6064,35
Glycine,240108_Smp_40ppt_A,33184354363246.79,40
Glycine,240108_Smp_40ppt_B,52313510765091.83,40
Glycine,240108_Smp_40ppt_Blk,6964646030359.4,40
Glycine betaine,240108_Poo_Syn_Full1,4515022698871204e7,NA
Glycine betaine,240108_Poo_Syn_Full2,4429692248388085e7,NA
Glycine betaine,240108_Poo_Syn_Full3,44521216900684245e6,NA
Glycine betaine,240108_Poo_Syn_Half1,4351368739922346e7,NA
Glycine betaine,240108_Poo_Syn_Half2,4458138592196715e7,NA
Glycine betaine,240108_Poo_Syn_Half3,4461972781142273e7,NA
Glycine betaine,240108_Smp_25ppt_A,17154645635762756e6,25
Glycine betaine,240108_Smp_25ppt_B,18669134117124088e6,25
Glycine betaine,240108_Smp_25ppt_Blk,73683194726573875e3,25
Glycine betaine,240108_Smp_30ppt_A,23984781706403525e6,30
Glycine betaine,240108_Smp_30ppt_B,28789274229599952e6,30
Glycine betaine,240108_Smp_30ppt_Blk,6197818364524482e4,30
Glycine betaine,240108_Smp_35ppt_A,945356208902879e8,35
Glycine betaine,240108_Smp_35ppt_B,8507796281445634e7,35
Glycine betaine,240108_Smp_35ppt_Blk,54610863453386424e3,35
Glycine betaine,240108_Smp_40ppt_A,5988141139742095e7,40
Glycine betaine,240108_Smp_40ppt_B,7046654455235102e7,40
Glycine betaine,240108_Smp_40ppt_Blk,7889797736952095e4,40
Gonyol,240108_Poo_Syn_Full1,29147385545695.105,NA
Gonyol,240108_Poo_Syn_Full2,7543905389777.131,NA
Gonyol,240108_Poo_Syn_Full3,24146128443567.414,NA
Gonyol,240108_Poo_Syn_Half1,25828509730831.348,NA
Gonyol,240108_Poo_Syn_Half2,0,NA
Gonyol,240108_Poo_Syn_Half3,0,NA
Gonyol,240108_Smp_25ppt_A,28860499521992.61,25
Gonyol,240108_Smp_25ppt_B,13479170150287.025,25
Gonyol,240108_Smp_25ppt_Blk,18986919737182.74,25
Gonyol,240108_Smp_30ppt_A,33781913820959.363,30
Gonyol,240108_Smp_30ppt_B,6252257892859.71,30
Gonyol,240108_Smp_30ppt_Blk,24668156030029.79,30
Gonyol,240108_Smp_35ppt_A,0,35
Gonyol,240108_Smp_35ppt_B,0,35
Gonyol,240108_Smp_35ppt_Blk,46591108762322.1,35
Gonyol,240108_Smp_40ppt_A,34476278613890.35,40
Gonyol,240108_Smp_40ppt_B,17545266830741.479,40
Gonyol,240108_Smp_40ppt_Blk,24638999506291.215,40
Guanine,240108_Poo_Syn_Full1,30144139226336580,NA
Guanine,240108_Poo_Syn_Full2,28898071539573024,NA
Guanine,240108_Poo_Syn_Full3,28937814202181108,NA
Guanine,240108_Poo_Syn_Half1,27234109368678896,NA
Guanine,240108_Poo_Syn_Half2,29041931544562604,NA
Guanine,240108_Poo_Syn_Half3,28881297207725964,NA
Guanine,240108_Smp_25ppt_A,34613772821777932,25
Guanine,240108_Smp_25ppt_B,27583280953843308,25
Guanine,240108_Smp_25ppt_Blk,753192767113102.75,25
Guanine,240108_Smp_30ppt_A,22692570875086772,30
Guanine,240108_Smp_30ppt_B,42452488014192456,30
Guanine,240108_Smp_30ppt_Blk,668441936871591.4,30
Guanine,240108_Smp_35ppt_A,41508657083050550,35
Guanine,240108_Smp_35ppt_B,29064356701374136,35
Guanine,240108_Smp_35ppt_Blk,599972439020618.1,35
Guanine,240108_Smp_40ppt_A,23385565896343288,40
Guanine,240108_Smp_40ppt_B,38634918224817270,40
Guanine,240108_Smp_40ppt_Blk,997984577821482.1,40
Guanosine,240108_Poo_Syn_Full1,1108817366328371.6,NA
Guanosine,240108_Poo_Syn_Full2,1008932454868204.2,NA
Guanosine,240108_Poo_Syn_Full3,979099968229794.25,NA
Guanosine,240108_Poo_Syn_Half1,1013135692107692.9,NA
Guanosine,240108_Poo_Syn_Half2,943252799814443.25,NA
Guanosine,240108_Poo_Syn_Half3,903267308047631.75,NA
Guanosine,240108_Smp_25ppt_A,1375381618313987.2,25
Guanosine,240108_Smp_25ppt_B,1109672089898647.2,25
Guanosine,240108_Smp_25ppt_Blk,0,25
Guanosine,240108_Smp_30ppt_A,846465150917456.6,30
Guanosine,240108_Smp_30ppt_B,906436055614196.9,30
Guanosine,240108_Smp_30ppt_Blk,0,30
Guanosine,240108_Smp_35ppt_A,1061562587599906.6,35
Guanosine,240108_Smp_35ppt_B,755803715991082.1,35
Guanosine,240108_Smp_35ppt_Blk,0,35
Guanosine,240108_Smp_40ppt_A,1272307697771648.8,40
Guanosine,240108_Smp_40ppt_B,1406179455385113.5,40
Guanosine,240108_Smp_40ppt_Blk,0,40
Homarine,240108_Poo_Syn_Full1,8440442457748412e7,NA
Homarine,240108_Poo_Syn_Full2,8116791507645729e7,NA
Homarine,240108_Poo_Syn_Full3,7979501061407745e7,NA
Homarine,240108_Poo_Syn_Half1,8579581348783671e7,NA
Homarine,240108_Poo_Syn_Half2,8543186699947942e7,NA
Homarine,240108_Poo_Syn_Half3,8528101633350436e7,NA
Homarine,240108_Smp_25ppt_A,27530367132820123e6,25
Homarine,240108_Smp_25ppt_B,32861509880193183e6,25
Homarine,240108_Smp_25ppt_Blk,830153698971050500,25
Homarine,240108_Smp_30ppt_A,4652096404931386e7,30
Homarine,240108_Smp_30ppt_B,6052559522839883e7,30
Homarine,240108_Smp_30ppt_Blk,1229865439810197e4,30
Homarine,240108_Smp_35ppt_A,16043004158074656e7,35
Homarine,240108_Smp_35ppt_B,15283893006997432e7,35
Homarine,240108_Smp_35ppt_Blk,2800164133309899e3,35
Homarine,240108_Smp_40ppt_A,13119629193384341e7,40
Homarine,240108_Smp_40ppt_B,1392145998260107e8,40
Homarine,240108_Smp_40ppt_Blk,15032269587331092e4,40
Homocysteine thiolactone,240108_Poo_Syn_Full1,NA,NA
Homocysteine thiolactone,240108_Poo_Syn_Full2,NA,NA
Homocysteine thiolactone,240108_Poo_Syn_Full3,NA,NA
Homocysteine thiolactone,240108_Poo_Syn_Half1,NA,NA
Homocysteine thiolactone,240108_Poo_Syn_Half2,NA,NA
Homocysteine thiolactone,240108_Poo_Syn_Half3,NA,NA
Homocysteine thiolactone,240108_Smp_25ppt_A,575176580940.711,25
Homocysteine thiolactone,240108_Smp_25ppt_B,NA,25
Homocysteine thiolactone,240108_Smp_25ppt_Blk,NA,25
Homocysteine thiolactone,240108_Smp_30ppt_A,NA,30
Homocysteine thiolactone,240108_Smp_30ppt_B,NA,30
Homocysteine thiolactone,240108_Smp_30ppt_Blk,738295925044.36,30
Homocysteine thiolactone,240108_Smp_35ppt_A,NA,35
Homocysteine thiolactone,240108_Smp_35ppt_B,NA,35
Homocysteine thiolactone,240108_Smp_35ppt_Blk,NA,35
Homocysteine thiolactone,240108_Smp_40ppt_A,NA,40
Homocysteine thiolactone,240108_Smp_40ppt_B,NA,40
Homocysteine thiolactone,240108_Smp_40ppt_Blk,NA,40
Hordenine,240108_Poo_Syn_Full1,52240119563686.43,NA
Hordenine,240108_Poo_Syn_Full2,208607946392739.44,NA
Hordenine,240108_Poo_Syn_Full3,66883867759485.38,NA
Hordenine,240108_Poo_Syn_Half1,151815866751648.3,NA
