samp,cmpd_name,bmis_area,sal,conc
240108_Smp_40ppt_Blk,Glutamylphenylalanine,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Glutamylphenylalanine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Glutamylphenylalanine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Glutamylphenylalanine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Glutamylphenylalanine,NA,NA,4
240108_Poo_Syn_Full1,Glutathione,NA,NA,0
240108_Poo_Syn_Full2,Glutathione,153370.5797575186,NA,0
240108_Poo_Syn_Full3,Glutathione,NA,NA,0
240108_Poo_Syn_Half1,Glutathione,3495578.8823472126,NA,0
240108_Poo_Syn_Half2,Glutathione,852779.4661000229,NA,0
240108_Poo_Syn_Half3,Glutathione,3201257.499654603,NA,0
240108_Smp_25ppt_A,Glutathione,1328903.5514951462,25,0
240108_Smp_25ppt_B,Glutathione,3012215.993838006,25,0
240108_Smp_25ppt_Blk,Glutathione,0,25,0
240108_Smp_30ppt_A,Glutathione,2424003.7607138474,30,0
240108_Smp_30ppt_B,Glutathione,2952791.2746544327,30,0
240108_Smp_30ppt_Blk,Glutathione,0,30,0
240108_Smp_35ppt_A,Glutathione,0,35,0
240108_Smp_35ppt_B,Glutathione,1204250.7336379667,35,0
240108_Smp_35ppt_Blk,Glutathione,0,35,0
240108_Smp_40ppt_A,Glutathione,724783.1203661425,40,0
240108_Smp_40ppt_B,Glutathione,0,40,0
240108_Smp_40ppt_Blk,Glutathione,0,40,0
240108_Std_4uMStdsMix1InH2O_1,Glutathione,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glutathione,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glutathione,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glutathione,NA,NA,4
240108_Poo_Syn_Full1,Glutathione disulfide,6814484.912839076,NA,0
240108_Poo_Syn_Full2,Glutathione disulfide,7089240.311741256,NA,0
240108_Poo_Syn_Full3,Glutathione disulfide,5380178.623736416,NA,0
240108_Poo_Syn_Half1,Glutathione disulfide,7048111.855908773,NA,0
240108_Poo_Syn_Half2,Glutathione disulfide,5679049.492185046,NA,0
240108_Poo_Syn_Half3,Glutathione disulfide,5744761.354336972,NA,0
240108_Smp_25ppt_A,Glutathione disulfide,3220723.7219339805,25,0
240108_Smp_25ppt_B,Glutathione disulfide,4034301.73213891,25,0
240108_Smp_25ppt_Blk,Glutathione disulfide,0,25,0
240108_Smp_30ppt_A,Glutathione disulfide,4035488.918777645,30,0
240108_Smp_30ppt_B,Glutathione disulfide,5473679.406950322,30,0
240108_Smp_30ppt_Blk,Glutathione disulfide,0,30,0
240108_Smp_35ppt_A,Glutathione disulfide,10829265.183722345,35,0
240108_Smp_35ppt_B,Glutathione disulfide,10551163.79510863,35,0
240108_Smp_35ppt_Blk,Glutathione disulfide,0,35,0
240108_Smp_40ppt_A,Glutathione disulfide,10981991.2986746,40,0
240108_Smp_40ppt_B,Glutathione disulfide,10951223.224779231,40,0
240108_Smp_40ppt_Blk,Glutathione disulfide,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Glutathione disulfide,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Glutathione disulfide,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Glutathione disulfide,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Glutathione disulfide,NA,NA,4
240108_Poo_Syn_Full1,Glycerophosphocholine,82551.93572344439,NA,0
240108_Poo_Syn_Full2,Glycerophosphocholine,17222.901112662472,NA,0
240108_Poo_Syn_Full3,Glycerophosphocholine,62651.571308126826,NA,0
240108_Poo_Syn_Half1,Glycerophosphocholine,47926.82891862907,NA,0
240108_Poo_Syn_Half2,Glycerophosphocholine,32109.109498089034,NA,0
240108_Poo_Syn_Half3,Glycerophosphocholine,33106.17316371069,NA,0
240108_Smp_25ppt_A,Glycerophosphocholine,163492.3403476267,25,0
240108_Smp_25ppt_B,Glycerophosphocholine,175286.87430748466,25,0
240108_Smp_25ppt_Blk,Glycerophosphocholine,0,25,0
240108_Smp_30ppt_A,Glycerophosphocholine,671574.0471429264,30,0
240108_Smp_30ppt_B,Glycerophosphocholine,319775.4169461607,30,0
240108_Smp_30ppt_Blk,Glycerophosphocholine,0,30,0
240108_Smp_35ppt_A,Glycerophosphocholine,22556.59621560343,35,0
240108_Smp_35ppt_B,Glycerophosphocholine,14257.997134726778,35,0
240108_Smp_35ppt_Blk,Glycerophosphocholine,0,35,0
240108_Smp_40ppt_A,Glycerophosphocholine,69382.7355553308,40,0
240108_Smp_40ppt_B,Glycerophosphocholine,213859.84814186537,40,0
240108_Smp_40ppt_Blk,Glycerophosphocholine,0,40,0
240108_Std_4uMStdsMix1InH2O_1,Glycerophosphocholine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glycerophosphocholine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glycerophosphocholine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glycerophosphocholine,NA,NA,4
240108_Poo_Syn_Full1,Glycine,3269557.848319565,NA,0
240108_Poo_Syn_Full2,Glycine,3771262.4180861106,NA,0
240108_Poo_Syn_Full3,Glycine,2893841.602123678,NA,0
240108_Poo_Syn_Half1,Glycine,3542186.7297277455,NA,0
240108_Poo_Syn_Half2,Glycine,3923920.683914995,NA,0
240108_Poo_Syn_Half3,Glycine,5146900.934743251,NA,0
240108_Smp_25ppt_A,Glycine,2471751.6656701015,25,0
240108_Smp_25ppt_B,Glycine,1295382.0479132682,25,0
240108_Smp_25ppt_Blk,Glycine,354891.0602784162,25,0
240108_Smp_30ppt_A,Glycine,2737441.5976221734,30,0
240108_Smp_30ppt_B,Glycine,1231506.2471349684,30,0
240108_Smp_30ppt_Blk,Glycine,513315.717654589,30,0
240108_Smp_35ppt_A,Glycine,7293337.432765223,35,0
240108_Smp_35ppt_B,Glycine,3750947.100439409,35,0
240108_Smp_35ppt_Blk,Glycine,295954.8504216582,35,0
240108_Smp_40ppt_A,Glycine,4625441.939816761,40,0
240108_Smp_40ppt_B,Glycine,7291782.870421243,40,0
240108_Smp_40ppt_Blk,Glycine,970775.7303990768,40,0
240108_Std_4uMStdsMix1InH2O_1,Glycine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Glycine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Glycine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Glycine,NA,NA,4
240108_Poo_Syn_Full1,Gonyol,154488.38580771073,NA,0
240108_Poo_Syn_Full2,Gonyol,39984.573042603035,NA,0
240108_Poo_Syn_Full3,Gonyol,127980.48047583201,NA,0
240108_Poo_Syn_Half1,Gonyol,136897.51932911229,NA,0
240108_Poo_Syn_Half2,Gonyol,0,NA,0
240108_Poo_Syn_Half3,Gonyol,0,NA,0
240108_Smp_25ppt_A,Gonyol,152967.81859789672,25,0
240108_Smp_25ppt_B,Gonyol,71442.9510420661,25,0
240108_Smp_25ppt_Blk,Gonyol,100635.39239426397,25,0
240108_Smp_30ppt_A,Gonyol,179052.53723403014,30,0
240108_Smp_30ppt_B,Gonyol,33138.520365991215,30,0
240108_Smp_30ppt_Blk,Gonyol,130747.3563952257,30,0
240108_Smp_35ppt_A,Gonyol,0,35,0
240108_Smp_35ppt_B,Gonyol,0,35,0
240108_Smp_35ppt_Blk,Gonyol,246944.45319627298,35,0
240108_Smp_40ppt_A,Gonyol,182732.84316930664,40,0
240108_Smp_40ppt_B,Gonyol,92994.27377448438,40,0
240108_Smp_40ppt_Blk,Gonyol,130592.81957472513,40,0
240108_Std_4uMStdsMix1InH2O_1,Gonyol,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Gonyol,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Gonyol,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Gonyol,NA,NA,4
240108_Poo_Syn_Full1,Guanosine,7251634.216820543,NA,0
240108_Poo_Syn_Full2,Guanosine,6598389.720761547,NA,0
240108_Poo_Syn_Full3,Guanosine,6403286.101852436,NA,0
240108_Poo_Syn_Half1,Guanosine,6625878.7734341435,NA,0
240108_Poo_Syn_Half2,Guanosine,6168846.634226074,NA,0
240108_Poo_Syn_Half3,Guanosine,5907342.64891896,NA,0
240108_Smp_25ppt_A,Guanosine,8994956.88598192,25,0
240108_Smp_25ppt_B,Guanosine,7257224.08479732,25,0
240108_Smp_25ppt_Blk,Guanosine,0,25,0
240108_Smp_30ppt_A,Guanosine,5535858.147735193,30,0
240108_Smp_30ppt_B,Guanosine,5928066.168387509,30,0
240108_Smp_30ppt_Blk,Guanosine,0,30,0
240108_Smp_35ppt_A,Guanosine,6942589.300370218,35,0
240108_Smp_35ppt_B,Guanosine,4942934.927353878,35,0
240108_Smp_35ppt_Blk,Guanosine,0,35,0
240108_Smp_40ppt_A,Guanosine,8320856.360715335,40,0
240108_Smp_40ppt_B,Guanosine,9196373.869419482,40,0
240108_Smp_40ppt_Blk,Guanosine,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Guanosine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Guanosine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Guanosine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Guanosine,NA,NA,4
240108_Poo_Syn_Full1,Homocysteine thiolactone,NA,NA,0
240108_Poo_Syn_Full2,Homocysteine thiolactone,NA,NA,0
240108_Poo_Syn_Full3,Homocysteine thiolactone,NA,NA,0
240108_Poo_Syn_Half1,Homocysteine thiolactone,NA,NA,0
240108_Poo_Syn_Half2,Homocysteine thiolactone,NA,NA,0
240108_Poo_Syn_Half3,Homocysteine thiolactone,NA,NA,0
240108_Smp_25ppt_A,Homocysteine thiolactone,7923.618565010496,25,0
240108_Smp_25ppt_B,Homocysteine thiolactone,NA,25,0
240108_Smp_25ppt_Blk,Homocysteine thiolactone,NA,25,0
240108_Smp_30ppt_A,Homocysteine thiolactone,NA,30,0
240108_Smp_30ppt_B,Homocysteine thiolactone,NA,30,0
240108_Smp_30ppt_Blk,Homocysteine thiolactone,10170.746675021705,30,0
240108_Smp_35ppt_A,Homocysteine thiolactone,NA,35,0
240108_Smp_35ppt_B,Homocysteine thiolactone,NA,35,0
240108_Smp_35ppt_Blk,Homocysteine thiolactone,NA,35,0
240108_Smp_40ppt_A,Homocysteine thiolactone,NA,40,0
240108_Smp_40ppt_B,Homocysteine thiolactone,NA,40,0
240108_Smp_40ppt_Blk,Homocysteine thiolactone,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,Homocysteine thiolactone,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Homocysteine thiolactone,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Homocysteine thiolactone,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Homocysteine thiolactone,NA,NA,4
240108_Poo_Syn_Full1,Hordenine,53138.97597001442,NA,0
240108_Poo_Syn_Full2,Hordenine,212197.3062677192,NA,0
240108_Poo_Syn_Full3,Hordenine,68034.68811590351,NA,0
240108_Poo_Syn_Half1,Hordenine,154428.0480703682,NA,0
240108_Poo_Syn_Half2,Hordenine,172486.20293812672,NA,0
240108_Poo_Syn_Half3,Hordenine,236021.53380499376,NA,0
240108_Smp_25ppt_A,Hordenine,213465.09926929127,25,0
240108_Smp_25ppt_B,Hordenine,174113.79334816243,25,0
240108_Smp_25ppt_Blk,Hordenine,47577.53091645417,25,0
240108_Smp_30ppt_A,Hordenine,60963.744337457676,30,0
240108_Smp_30ppt_B,Hordenine,201139.69216268096,30,0
240108_Smp_30ppt_Blk,Hordenine,52729.647301474055,30,0
240108_Smp_35ppt_A,Hordenine,151675.0262910593,35,0
240108_Smp_35ppt_B,Hordenine,120037.50268160911,35,0
240108_Smp_35ppt_Blk,Hordenine,56150.696474755736,35,0
240108_Smp_40ppt_A,Hordenine,99420.40780883121,40,0
240108_Smp_40ppt_B,Hordenine,65197.578011598634,40,0
240108_Smp_40ppt_Blk,Hordenine,102944.82361882768,40,0
240108_Std_4uMStdsMix1InH2O_1,Hordenine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hordenine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hordenine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hordenine,NA,NA,4
240108_Poo_Syn_Full1,Hydroxyisoleucine,16691599.043431211,NA,0
240108_Poo_Syn_Full2,Hydroxyisoleucine,16525308.66228656,NA,0
240108_Poo_Syn_Full3,Hydroxyisoleucine,12453456.736501165,NA,0
240108_Poo_Syn_Half1,Hydroxyisoleucine,8628184.719755717,NA,0
240108_Poo_Syn_Half2,Hydroxyisoleucine,3414899.10592861,NA,0
240108_Poo_Syn_Half3,Hydroxyisoleucine,16163801.2824523,NA,0
240108_Smp_25ppt_A,Hydroxyisoleucine,2784613.996970745,25,0
240108_Smp_25ppt_B,Hydroxyisoleucine,15607743.55818243,25,0
240108_Smp_25ppt_Blk,Hydroxyisoleucine,317319.0352298001,25,0
240108_Smp_30ppt_A,Hydroxyisoleucine,5246717.828888387,30,0
240108_Smp_30ppt_B,Hydroxyisoleucine,5141275.803426188,30,0
240108_Smp_30ppt_Blk,Hydroxyisoleucine,1184002.839653687,30,0
240108_Smp_35ppt_A,Hydroxyisoleucine,34778686.78985075,35,0
240108_Smp_35ppt_B,Hydroxyisoleucine,15639398.187007645,35,0
240108_Smp_35ppt_Blk,Hydroxyisoleucine,2297494.7943392047,35,0
240108_Smp_40ppt_A,Hydroxyisoleucine,12773344.53502641,40,0
240108_Smp_40ppt_B,Hydroxyisoleucine,17811383.074322764,40,0
240108_Smp_40ppt_Blk,Hydroxyisoleucine,840341.2987557704,40,0
240108_Std_4uMStdsMix1InH2O_1,Hydroxyisoleucine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hydroxyisoleucine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hydroxyisoleucine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hydroxyisoleucine,NA,NA,4
240108_Poo_Syn_Full1,Hydroxyproline,13919353.872497851,NA,0
240108_Poo_Syn_Full2,Hydroxyproline,14598629.90628266,NA,0
240108_Poo_Syn_Full3,Hydroxyproline,15697962.570988271,NA,0
240108_Poo_Syn_Half1,Hydroxyproline,15252209.940110913,NA,0
240108_Poo_Syn_Half2,Hydroxyproline,14493837.044107497,NA,0
240108_Poo_Syn_Half3,Hydroxyproline,14029445.842009388,NA,0
240108_Smp_25ppt_A,Hydroxyproline,16335539.00544528,25,0
240108_Smp_25ppt_B,Hydroxyproline,21065156.406303115,25,0
240108_Smp_25ppt_Blk,Hydroxyproline,26875.879971375896,25,0
240108_Smp_30ppt_A,Hydroxyproline,10597601.286790134,30,0
240108_Smp_30ppt_B,Hydroxyproline,15010985.11736677,30,0
240108_Smp_30ppt_Blk,Hydroxyproline,174409.6721762289,30,0
240108_Smp_35ppt_A,Hydroxyproline,23861327.02976153,35,0
240108_Smp_35ppt_B,Hydroxyproline,22339602.94673062,35,0
240108_Smp_35ppt_Blk,Hydroxyproline,141292.64461089516,35,0
240108_Smp_40ppt_A,Hydroxyproline,13851730.031419607,40,0
240108_Smp_40ppt_B,Hydroxyproline,16047215.99474941,40,0
240108_Smp_40ppt_Blk,Hydroxyproline,127705.13104070019,40,0
240108_Std_4uMStdsMix1InH2O_1,Hydroxyproline,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Hydroxyproline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Hydroxyproline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Hydroxyproline,NA,NA,4
240108_Poo_Syn_Full1,Hypotaurine,NA,NA,0
240108_Poo_Syn_Full2,Hypotaurine,19596.807474647867,NA,0
240108_Poo_Syn_Full3,Hypotaurine,NA,NA,0
240108_Poo_Syn_Half1,Hypotaurine,NA,NA,0
240108_Poo_Syn_Half2,Hypotaurine,NA,NA,0
240108_Poo_Syn_Half3,Hypotaurine,NA,NA,0
240108_Smp_25ppt_A,Hypotaurine,NA,25,0
240108_Smp_25ppt_B,Hypotaurine,NA,25,0
240108_Smp_25ppt_Blk,Hypotaurine,NA,25,0
240108_Smp_30ppt_A,Hypotaurine,NA,30,0
240108_Smp_30ppt_B,Hypotaurine,NA,30,0
240108_Smp_30ppt_Blk,Hypotaurine,NA,30,0
240108_Smp_35ppt_A,Hypotaurine,NA,35,0
240108_Smp_35ppt_B,Hypotaurine,NA,35,0
240108_Smp_35ppt_Blk,Hypotaurine,NA,35,0
240108_Smp_40ppt_A,Hypotaurine,NA,40,0
240108_Smp_40ppt_B,Hypotaurine,NA,40,0
240108_Smp_40ppt_Blk,Hypotaurine,NA,40,0
240108_Std_4uMStdsMix2InH2O_1,Hypotaurine,NA,NA,6
240108_Std_4uMStdsMix2InH2O_2,Hypotaurine,NA,NA,6
240108_Std_4uMStdsMix2InSynMatrix_1,Hypotaurine,NA,NA,6
240108_Std_4uMStdsMix2InSynMatrix_2,Hypotaurine,NA,NA,6
240108_Poo_Syn_Full1,Hypoxanthine,9286542.703759488,NA,0
240108_Poo_Syn_Full2,Hypoxanthine,5046186.8243513275,NA,0
240108_Poo_Syn_Full3,Hypoxanthine,2907864.6947909077,NA,0
240108_Poo_Syn_Half1,Hypoxanthine,8050592.866856985,NA,0
240108_Poo_Syn_Half2,Hypoxanthine,3396901.486590492,NA,0
240108_Poo_Syn_Half3,Hypoxanthine,10451577.314014792,NA,0
240108_Smp_25ppt_A,Hypoxanthine,4217602.126824204,25,0
240108_Smp_25ppt_B,Hypoxanthine,4135344.961664958,25,0
240108_Smp_25ppt_Blk,Hypoxanthine,0,25,0
240108_Smp_30ppt_A,Hypoxanthine,1876264.6640485511,30,0
240108_Smp_30ppt_B,Hypoxanthine,2332199.5394143234,30,0
240108_Smp_30ppt_Blk,Hypoxanthine,17133.590155718706,30,0
240108_Smp_35ppt_A,Hypoxanthine,4994846.768510204,35,0
240108_Smp_35ppt_B,Hypoxanthine,6334030.696908622,35,0
240108_Smp_35ppt_Blk,Hypoxanthine,0,35,0
240108_Smp_40ppt_A,Hypoxanthine,6297012.359718462,40,0
240108_Smp_40ppt_B,Hypoxanthine,1875419.9495332583,40,0
240108_Smp_40ppt_Blk,Hypoxanthine,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Hypoxanthine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Hypoxanthine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Hypoxanthine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Hypoxanthine,NA,NA,4
240108_Poo_Syn_Full1,L-2-Aminoadipic acid,2008730.3774814056,NA,0
240108_Poo_Syn_Full2,L-2-Aminoadipic acid,1946818.987546613,NA,0
240108_Poo_Syn_Full3,L-2-Aminoadipic acid,3010008.7666372936,NA,0
240108_Poo_Syn_Half1,L-2-Aminoadipic acid,5005809.17472297,NA,0
240108_Poo_Syn_Half2,L-2-Aminoadipic acid,123699.76692571773,NA,0
240108_Poo_Syn_Half3,L-2-Aminoadipic acid,4788468.911400334,NA,0
240108_Smp_25ppt_A,L-2-Aminoadipic acid,878858.7232740965,25,0
240108_Smp_25ppt_B,L-2-Aminoadipic acid,1261020.0819833006,25,0
240108_Smp_25ppt_Blk,L-2-Aminoadipic acid,86986.85225041409,25,0
240108_Smp_30ppt_A,L-2-Aminoadipic acid,1824598.4612848745,30,0
240108_Smp_30ppt_B,L-2-Aminoadipic acid,2566962.3705730084,30,0
240108_Smp_30ppt_Blk,L-2-Aminoadipic acid,0,30,0
240108_Smp_35ppt_A,L-2-Aminoadipic acid,10909750.839003356,35,0
240108_Smp_35ppt_B,L-2-Aminoadipic acid,7344842.1134625785,35,0
240108_Smp_35ppt_Blk,L-2-Aminoadipic acid,19619.57874251127,35,0
240108_Smp_40ppt_A,L-2-Aminoadipic acid,2423776.9784843517,40,0
240108_Smp_40ppt_B,L-2-Aminoadipic acid,3481483.0924996617,40,0
240108_Smp_40ppt_Blk,L-2-Aminoadipic acid,0,40,0
240108_Std_4uMStdsMix2InH2O_1,L-2-Aminoadipic acid,NA,NA,5
240108_Std_4uMStdsMix2InH2O_2,L-2-Aminoadipic acid,NA,NA,5
240108_Std_4uMStdsMix2InSynMatrix_1,L-2-Aminoadipic acid,NA,NA,5
240108_Std_4uMStdsMix2InSynMatrix_2,L-2-Aminoadipic acid,NA,NA,5
240108_Poo_Syn_Full1,L-Alanine,969712762.6822182,NA,0
240108_Poo_Syn_Full2,L-Alanine,1039328824.9025499,NA,0
240108_Poo_Syn_Full3,L-Alanine,1103783451.8251193,NA,0
240108_Poo_Syn_Half1,L-Alanine,1093466873.8401723,NA,0
240108_Poo_Syn_Half2,L-Alanine,1016263818.5144888,NA,0
240108_Poo_Syn_Half3,L-Alanine,965239164.1197484,NA,0
240108_Smp_25ppt_A,L-Alanine,1003198923.8716297,25,0
240108_Smp_25ppt_B,L-Alanine,1340746487.83481,25,0
240108_Smp_25ppt_Blk,L-Alanine,1437578.615830625,25,0
240108_Smp_30ppt_A,L-Alanine,876382840.4940305,30,0
240108_Smp_30ppt_B,L-Alanine,1413104183.842375,30,0
240108_Smp_30ppt_Blk,L-Alanine,2200528.8556507365,30,0
240108_Smp_35ppt_A,L-Alanine,1708567099.7836323,35,0
240108_Smp_35ppt_B,L-Alanine,1608748576.1830564,35,0
240108_Smp_35ppt_Blk,L-Alanine,628535.8448971456,35,0
240108_Smp_40ppt_A,L-Alanine,903640450.2352176,40,0
240108_Smp_40ppt_B,L-Alanine,988709601.7630521,40,0
240108_Smp_40ppt_Blk,L-Alanine,5475282.8413816625,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Alanine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Alanine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Alanine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Alanine,NA,NA,4
240108_Poo_Syn_Full1,L-Arginosuccinic acid,NA,NA,0
240108_Poo_Syn_Full2,L-Arginosuccinic acid,NA,NA,0
240108_Poo_Syn_Full3,L-Arginosuccinic acid,33645.008679559774,NA,0
240108_Poo_Syn_Half1,L-Arginosuccinic acid,NA,NA,0
240108_Poo_Syn_Half2,L-Arginosuccinic acid,NA,NA,0
240108_Poo_Syn_Half3,L-Arginosuccinic acid,NA,NA,0
240108_Smp_25ppt_A,L-Arginosuccinic acid,NA,25,0
240108_Smp_25ppt_B,L-Arginosuccinic acid,92418.39726758866,25,0
240108_Smp_25ppt_Blk,L-Arginosuccinic acid,NA,25,0
240108_Smp_30ppt_A,L-Arginosuccinic acid,27222.683270000118,30,0
240108_Smp_30ppt_B,L-Arginosuccinic acid,NA,30,0
240108_Smp_30ppt_Blk,L-Arginosuccinic acid,NA,30,0
240108_Smp_35ppt_A,L-Arginosuccinic acid,NA,35,0
240108_Smp_35ppt_B,L-Arginosuccinic acid,NA,35,0
240108_Smp_35ppt_Blk,L-Arginosuccinic acid,NA,35,0
240108_Smp_40ppt_A,L-Arginosuccinic acid,193413.42803950654,40,0
240108_Smp_40ppt_B,L-Arginosuccinic acid,114716.50985959881,40,0
240108_Smp_40ppt_Blk,L-Arginosuccinic acid,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Arginosuccinic acid,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Arginosuccinic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Arginosuccinic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Arginosuccinic acid,NA,NA,4
240108_Poo_Syn_Full1,L-Asparagine,1647445.7154836997,NA,0
240108_Poo_Syn_Full2,L-Asparagine,1325060.3534315117,NA,0
240108_Poo_Syn_Full3,L-Asparagine,1730102.6094363504,NA,0
240108_Poo_Syn_Half1,L-Asparagine,1644824.7256333032,NA,0
240108_Poo_Syn_Half2,L-Asparagine,1843019.2697766402,NA,0
240108_Poo_Syn_Half3,L-Asparagine,2035044.8590802816,NA,0
240108_Smp_25ppt_A,L-Asparagine,961167.5688986167,25,0
240108_Smp_25ppt_B,L-Asparagine,964496.4045157944,25,0
240108_Smp_25ppt_Blk,L-Asparagine,308559.9555850079,25,0
240108_Smp_30ppt_A,L-Asparagine,1189903.049737863,30,0
240108_Smp_30ppt_B,L-Asparagine,778607.8503210584,30,0
240108_Smp_30ppt_Blk,L-Asparagine,228766.81310947586,30,0
240108_Smp_35ppt_A,L-Asparagine,2826234.7101960806,35,0
240108_Smp_35ppt_B,L-Asparagine,2403569.261409203,35,0
240108_Smp_35ppt_Blk,L-Asparagine,607153.1723901415,35,0
240108_Smp_40ppt_A,L-Asparagine,1628489.8590066943,40,0
240108_Smp_40ppt_B,L-Asparagine,1639432.869123435,40,0
240108_Smp_40ppt_Blk,L-Asparagine,517943.51001989935,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Asparagine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Asparagine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Asparagine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Asparagine,NA,NA,4
240108_Poo_Syn_Full1,L-Aspartic acid,172919577.5496692,NA,0
240108_Poo_Syn_Full2,L-Aspartic acid,169274872.82608634,NA,0
240108_Poo_Syn_Full3,L-Aspartic acid,142306085.9919376,NA,0
240108_Poo_Syn_Half1,L-Aspartic acid,161244282.14402997,NA,0
240108_Poo_Syn_Half2,L-Aspartic acid,175566833.8010522,NA,0
240108_Poo_Syn_Half3,L-Aspartic acid,151544664.8843965,NA,0
240108_Smp_25ppt_A,L-Aspartic acid,155249673.74925226,25,0
240108_Smp_25ppt_B,L-Aspartic acid,163316717.17325848,25,0
240108_Smp_25ppt_Blk,L-Aspartic acid,189314.60228336285,25,0
240108_Smp_30ppt_A,L-Aspartic acid,101249672.74777442,30,0
240108_Smp_30ppt_B,L-Aspartic acid,137025001.94694445,30,0
240108_Smp_30ppt_Blk,L-Aspartic acid,230584.1860392344,30,0
240108_Smp_35ppt_A,L-Aspartic acid,190232273.30058828,35,0
240108_Smp_35ppt_B,L-Aspartic acid,196645542.1716688,35,0
240108_Smp_35ppt_Blk,L-Aspartic acid,170884.91645739615,35,0
240108_Smp_40ppt_A,L-Aspartic acid,193648411.97401622,40,0
240108_Smp_40ppt_B,L-Aspartic acid,213836084.18223763,40,0
240108_Smp_40ppt_Blk,L-Aspartic acid,365950.2429641018,40,0
240108_Std_4uMStdsMix1InH2O_1,L-Aspartic acid,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,L-Aspartic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,L-Aspartic acid,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,L-Aspartic acid,NA,NA,4
240108_Poo_Syn_Full1,L-Cystathionine,NA,NA,0
240108_Poo_Syn_Full2,L-Cystathionine,NA,NA,0
240108_Poo_Syn_Full3,L-Cystathionine,NA,NA,0
240108_Poo_Syn_Half1,L-Cystathionine,NA,NA,0
240108_Poo_Syn_Half2,L-Cystathionine,NA,NA,0
240108_Poo_Syn_Half3,L-Cystathionine,NA,NA,0
240108_Smp_25ppt_A,L-Cystathionine,NA,25,0
240108_Smp_25ppt_B,L-Cystathionine,NA,25,0
240108_Smp_25ppt_Blk,L-Cystathionine,NA,25,0
240108_Smp_30ppt_A,L-Cystathionine,NA,30,0
240108_Smp_30ppt_B,L-Cystathionine,NA,30,0
