samp,cmpd_name,bmis_area,sal,conc
240108_Poo_Syn_Full1,Chitobiose,19763102.40921134,NA,0
240108_Poo_Syn_Full2,Chitobiose,2661531.40465531,NA,0
240108_Poo_Syn_Full3,Chitobiose,5749890.2195208,NA,0
240108_Poo_Syn_Half1,Chitobiose,16272946.721789794,NA,0
240108_Poo_Syn_Half2,Chitobiose,1847308.2683614087,NA,0
240108_Poo_Syn_Half3,Chitobiose,13275531.082455331,NA,0
240108_Smp_25ppt_A,Chitobiose,11036675.68388986,25,0
240108_Smp_25ppt_B,Chitobiose,11335136.074909002,25,0
240108_Smp_25ppt_Blk,Chitobiose,0,25,0
240108_Smp_30ppt_A,Chitobiose,8735687.695525803,30,0
240108_Smp_30ppt_B,Chitobiose,11056518.596217243,30,0
240108_Smp_30ppt_Blk,Chitobiose,0,30,0
240108_Smp_35ppt_A,Chitobiose,44177600.25560459,35,0
240108_Smp_35ppt_B,Chitobiose,24949727.436178114,35,0
240108_Smp_35ppt_Blk,Chitobiose,0,35,0
240108_Smp_40ppt_A,Chitobiose,30634310.2495009,40,0
240108_Smp_40ppt_B,Chitobiose,32509539.5502536,40,0
240108_Smp_40ppt_Blk,Chitobiose,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Chitobiose,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Chitobiose,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Chitobiose,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Chitobiose,NA,NA,4
240108_Poo_Syn_Full1,Choline,2386542.296987072,NA,0
240108_Poo_Syn_Full2,Choline,1713625.8579425467,NA,0
240108_Poo_Syn_Full3,Choline,840031.6753235562,NA,0
240108_Poo_Syn_Half1,Choline,3496480.300478329,NA,0
240108_Poo_Syn_Half2,Choline,1285003.1586987982,NA,0
240108_Poo_Syn_Half3,Choline,4709685.88450377,NA,0
240108_Smp_25ppt_A,Choline,898387.1859385237,25,0
240108_Smp_25ppt_B,Choline,355991.99116825615,25,0
240108_Smp_25ppt_Blk,Choline,7694052.662929692,25,0
240108_Smp_30ppt_A,Choline,7457407.66795547,30,0
240108_Smp_30ppt_B,Choline,7003332.307950816,30,0
240108_Smp_30ppt_Blk,Choline,2286343.207657315,30,0
240108_Smp_35ppt_A,Choline,NA,35,0
240108_Smp_35ppt_B,Choline,57366914.21770088,35,0
240108_Smp_35ppt_Blk,Choline,497474.07591660717,35,0
240108_Smp_40ppt_A,Choline,3747415.2605628776,40,0
240108_Smp_40ppt_B,Choline,7193951.3830946945,40,0
240108_Smp_40ppt_Blk,Choline,2607810.6545867845,40,0
240108_Std_4uMStdsMix1InH2O_1,Choline,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Choline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Choline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Choline,NA,NA,4
240108_Poo_Syn_Full1,Choline sulfate,NA,NA,0
240108_Poo_Syn_Full2,Choline sulfate,NA,NA,0
240108_Poo_Syn_Full3,Choline sulfate,NA,NA,0
240108_Poo_Syn_Half1,Choline sulfate,NA,NA,0
240108_Poo_Syn_Half2,Choline sulfate,NA,NA,0
240108_Poo_Syn_Half3,Choline sulfate,NA,NA,0
240108_Smp_25ppt_A,Choline sulfate,NA,25,0
240108_Smp_25ppt_B,Choline sulfate,11766.640646387452,25,0
240108_Smp_25ppt_Blk,Choline sulfate,57882.867046483494,25,0
240108_Smp_30ppt_A,Choline sulfate,NA,30,0
240108_Smp_30ppt_B,Choline sulfate,NA,30,0
240108_Smp_30ppt_Blk,Choline sulfate,NA,30,0
240108_Smp_35ppt_A,Choline sulfate,NA,35,0
240108_Smp_35ppt_B,Choline sulfate,NA,35,0
240108_Smp_35ppt_Blk,Choline sulfate,NA,35,0
240108_Smp_40ppt_A,Choline sulfate,NA,40,0
240108_Smp_40ppt_B,Choline sulfate,NA,40,0
240108_Smp_40ppt_Blk,Choline sulfate,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,Choline sulfate,NA,NA,5
240108_Std_4uMStdsMix1InH2O_2,Choline sulfate,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,Choline sulfate,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,Choline sulfate,NA,NA,5
240108_Poo_Syn_Full1,Citrulline,49537648.873497784,NA,0
240108_Poo_Syn_Full2,Citrulline,51214308.8185266,NA,0
240108_Poo_Syn_Full3,Citrulline,48586540.03724095,NA,0
240108_Poo_Syn_Half1,Citrulline,44827522.893909685,NA,0
240108_Poo_Syn_Half2,Citrulline,46042346.84712384,NA,0
240108_Poo_Syn_Half3,Citrulline,43509021.51150142,NA,0
240108_Smp_25ppt_A,Citrulline,28631439.996479057,25,0
240108_Smp_25ppt_B,Citrulline,35271744.69346808,25,0
240108_Smp_25ppt_Blk,Citrulline,695346.1671312213,25,0
240108_Smp_30ppt_A,Citrulline,47475133.127201945,30,0
240108_Smp_30ppt_B,Citrulline,55779126.42484174,30,0
240108_Smp_30ppt_Blk,Citrulline,1061465.4728701848,30,0
240108_Smp_35ppt_A,Citrulline,67028554.67673171,35,0
240108_Smp_35ppt_B,Citrulline,62801311.88067127,35,0
240108_Smp_35ppt_Blk,Citrulline,637494.3917315522,35,0
240108_Smp_40ppt_A,Citrulline,90890041.13119325,40,0
240108_Smp_40ppt_B,Citrulline,77395006.23879734,40,0
240108_Smp_40ppt_Blk,Citrulline,1810026.676592339,40,0
240108_Std_4uMStdsMix1InH2O_1,Citrulline,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Citrulline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Citrulline,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Citrulline,NA,NA,4
240108_Poo_Syn_Full1,Creatine,3611351.8997579133,NA,0
240108_Poo_Syn_Full2,Creatine,3820214.62074831,NA,0
240108_Poo_Syn_Full3,Creatine,3493518.611999329,NA,0
240108_Poo_Syn_Half1,Creatine,3402108.674193045,NA,0
240108_Poo_Syn_Half2,Creatine,3217433.101646943,NA,0
240108_Poo_Syn_Half3,Creatine,4273553.934631768,NA,0
240108_Smp_25ppt_A,Creatine,802730.0419497733,25,0
240108_Smp_25ppt_B,Creatine,409305.2297978833,25,0
240108_Smp_25ppt_Blk,Creatine,2236923.916568161,25,0
240108_Smp_30ppt_A,Creatine,7366033.505899558,30,0
240108_Smp_30ppt_B,Creatine,3284558.3253610115,30,0
240108_Smp_30ppt_Blk,Creatine,1057932.912102625,30,0
240108_Smp_35ppt_A,Creatine,5454461.733272521,35,0
240108_Smp_35ppt_B,Creatine,8258421.83193578,35,0
240108_Smp_35ppt_Blk,Creatine,1345054.4768823925,35,0
240108_Smp_40ppt_A,Creatine,1146228.7822251276,40,0
240108_Smp_40ppt_B,Creatine,5680485.92031215,40,0
240108_Smp_40ppt_Blk,Creatine,334560.87050446746,40,0
240108_Std_4uMStdsMix1InH2O_1,Creatine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Creatine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Creatine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Creatine,NA,NA,4
240108_Poo_Syn_Full1,Creatinine,2347319.697170064,NA,0
240108_Poo_Syn_Full2,Creatinine,4799835.441074114,NA,0
240108_Poo_Syn_Full3,Creatinine,3268616.721644545,NA,0
240108_Poo_Syn_Half1,Creatinine,6503018.206752279,NA,0
240108_Poo_Syn_Half2,Creatinine,3270125.260694992,NA,0
240108_Poo_Syn_Half3,Creatinine,6071592.41963786,NA,0
240108_Smp_25ppt_A,Creatinine,2038453.7456869616,25,0
240108_Smp_25ppt_B,Creatinine,443793.9503665167,25,0
240108_Smp_25ppt_Blk,Creatinine,944505.2839757074,25,0
240108_Smp_30ppt_A,Creatinine,4137632.0485978182,30,0
240108_Smp_30ppt_B,Creatinine,1389201.8042781162,30,0
240108_Smp_30ppt_Blk,Creatinine,1705028.1063538222,30,0
240108_Smp_35ppt_A,Creatinine,3408934.367303351,35,0
240108_Smp_35ppt_B,Creatinine,9083516.24093274,35,0
240108_Smp_35ppt_Blk,Creatinine,1397282.2915413056,35,0
240108_Smp_40ppt_A,Creatinine,1916966.979828734,40,0
240108_Smp_40ppt_B,Creatinine,4760254.561371426,40,0
240108_Smp_40ppt_Blk,Creatinine,1212794.5331543079,40,0
240108_Std_4uMStdsMix1InH2O_1,Creatinine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Creatinine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Creatinine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Creatinine,NA,NA,4
240108_Poo_Syn_Full1,"Cys-Gly, oxidized",NA,NA,0
240108_Poo_Syn_Full2,"Cys-Gly, oxidized",NA,NA,0
240108_Poo_Syn_Full3,"Cys-Gly, oxidized",102510.02555951114,NA,0
240108_Poo_Syn_Half1,"Cys-Gly, oxidized",20989.462310457737,NA,0
240108_Poo_Syn_Half2,"Cys-Gly, oxidized",NA,NA,0
240108_Poo_Syn_Half3,"Cys-Gly, oxidized",43198.31299600871,NA,0
240108_Smp_25ppt_A,"Cys-Gly, oxidized",NA,25,0
240108_Smp_25ppt_B,"Cys-Gly, oxidized",32525.46285019018,25,0
240108_Smp_25ppt_Blk,"Cys-Gly, oxidized",NA,25,0
240108_Smp_30ppt_A,"Cys-Gly, oxidized",29362.002646604546,30,0
240108_Smp_30ppt_B,"Cys-Gly, oxidized",NA,30,0
240108_Smp_30ppt_Blk,"Cys-Gly, oxidized",NA,30,0
240108_Smp_35ppt_A,"Cys-Gly, oxidized",71251.95906660875,35,0
240108_Smp_35ppt_B,"Cys-Gly, oxidized",110466.02960670798,35,0
240108_Smp_35ppt_Blk,"Cys-Gly, oxidized",NA,35,0
240108_Smp_40ppt_A,"Cys-Gly, oxidized",71616.42448992426,40,0
240108_Smp_40ppt_B,"Cys-Gly, oxidized",13145.545873611865,40,0
240108_Smp_40ppt_Blk,"Cys-Gly, oxidized",NA,40,0
240108_Std_4uMStdsMix1InH2O_1,"Cys-Gly, oxidized",NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,"Cys-Gly, oxidized",NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,"Cys-Gly, oxidized",NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,"Cys-Gly, oxidized",NA,NA,4
240108_Poo_Syn_Full1,Cytidine,2444261.972242207,NA,0
240108_Poo_Syn_Full2,Cytidine,2687400.447864645,NA,0
240108_Poo_Syn_Full3,Cytidine,2866946.656825707,NA,0
240108_Poo_Syn_Half1,Cytidine,1882473.0843884416,NA,0
240108_Poo_Syn_Half2,Cytidine,2242846.7619222216,NA,0
240108_Poo_Syn_Half3,Cytidine,2522369.7722546533,NA,0
240108_Smp_25ppt_A,Cytidine,3612181.6207452705,25,0
240108_Smp_25ppt_B,Cytidine,2952571.5305538173,25,0
240108_Smp_25ppt_Blk,Cytidine,0,25,0
240108_Smp_30ppt_A,Cytidine,2854817.823840235,30,0
240108_Smp_30ppt_B,Cytidine,2950910.243264649,30,0
240108_Smp_30ppt_Blk,Cytidine,0,30,0
240108_Smp_35ppt_A,Cytidine,2731133.958385882,35,0
240108_Smp_35ppt_B,Cytidine,2598055.6381993927,35,0
240108_Smp_35ppt_Blk,Cytidine,0,35,0
240108_Smp_40ppt_A,Cytidine,2792395.5798613224,40,0
240108_Smp_40ppt_B,Cytidine,2976491.6245661364,40,0
240108_Smp_40ppt_Blk,Cytidine,58997.26070874875,40,0
240108_Std_4uMStdsMix2InH2O_1,Cytidine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Cytidine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Cytidine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Cytidine,NA,NA,4
240108_Poo_Syn_Full1,Deoxyadenosine,11023961.034717038,NA,0
240108_Poo_Syn_Full2,Deoxyadenosine,10054291.001308173,NA,0
240108_Poo_Syn_Full3,Deoxyadenosine,9216755.979469297,NA,0
240108_Poo_Syn_Half1,Deoxyadenosine,5662854.210446792,NA,0
240108_Poo_Syn_Half2,Deoxyadenosine,7661442.2123228,NA,0
240108_Poo_Syn_Half3,Deoxyadenosine,6990368.702606471,NA,0
240108_Smp_25ppt_A,Deoxyadenosine,18339664.07959966,25,0
240108_Smp_25ppt_B,Deoxyadenosine,9235482.723528873,25,0
240108_Smp_25ppt_Blk,Deoxyadenosine,227072.70573379868,25,0
240108_Smp_30ppt_A,Deoxyadenosine,8272166.583355314,30,0
240108_Smp_30ppt_B,Deoxyadenosine,10172694.903269835,30,0
240108_Smp_30ppt_Blk,Deoxyadenosine,54742.260216068076,30,0
240108_Smp_35ppt_A,Deoxyadenosine,5025131.226541933,35,0
240108_Smp_35ppt_B,Deoxyadenosine,7765502.895833328,35,0
240108_Smp_35ppt_Blk,Deoxyadenosine,82206.34984212993,35,0
240108_Smp_40ppt_A,Deoxyadenosine,12342657.490977284,40,0
240108_Smp_40ppt_B,Deoxyadenosine,13511298.924077308,40,0
240108_Smp_40ppt_Blk,Deoxyadenosine,68355.00979756597,40,0
240108_Std_4uMStdsMix1InH2O_1,Deoxyadenosine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Deoxyadenosine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Deoxyadenosine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Deoxyadenosine,NA,NA,4
240108_Poo_Syn_Full1,Dimethylglycine,372336486.3277114,NA,0
240108_Poo_Syn_Full2,Dimethylglycine,425885409.1364739,NA,0
240108_Poo_Syn_Full3,Dimethylglycine,488200722.29744583,NA,0
240108_Poo_Syn_Half1,Dimethylglycine,583808314.5923234,NA,0
240108_Poo_Syn_Half2,Dimethylglycine,646592824.8081731,NA,0
240108_Poo_Syn_Half3,Dimethylglycine,760224909.3481381,NA,0
240108_Smp_25ppt_A,Dimethylglycine,93753098.03639908,25,0
240108_Smp_25ppt_B,Dimethylglycine,53706176.94397142,25,0
240108_Smp_25ppt_Blk,Dimethylglycine,241824013.66818053,25,0
240108_Smp_30ppt_A,Dimethylglycine,244444275.70583844,30,0
240108_Smp_30ppt_B,Dimethylglycine,288632819.4139096,30,0
240108_Smp_30ppt_Blk,Dimethylglycine,279774831.9778163,30,0
240108_Smp_35ppt_A,Dimethylglycine,798618162.1125792,35,0
240108_Smp_35ppt_B,Dimethylglycine,808605219.4794915,35,0
240108_Smp_35ppt_Blk,Dimethylglycine,320223665.46805894,35,0
240108_Smp_40ppt_A,Dimethylglycine,244963638.74009237,40,0
240108_Smp_40ppt_B,Dimethylglycine,766320351.492876,40,0
240108_Smp_40ppt_Blk,Dimethylglycine,320675945.3402972,40,0
240108_Std_4uMStdsMix1InH2O_1,Dimethylglycine,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Dimethylglycine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylglycine,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylglycine,NA,NA,4
240108_Poo_Syn_Full1,Dimethylsulfonioacetate,NA,NA,0
240108_Poo_Syn_Full2,Dimethylsulfonioacetate,NA,NA,0
240108_Poo_Syn_Full3,Dimethylsulfonioacetate,NA,NA,0
240108_Poo_Syn_Half1,Dimethylsulfonioacetate,NA,NA,0
240108_Poo_Syn_Half2,Dimethylsulfonioacetate,58905.16186729841,NA,0
240108_Poo_Syn_Half3,Dimethylsulfonioacetate,NA,NA,0
240108_Smp_25ppt_A,Dimethylsulfonioacetate,NA,25,0
240108_Smp_25ppt_B,Dimethylsulfonioacetate,NA,25,0
240108_Smp_25ppt_Blk,Dimethylsulfonioacetate,NA,25,0
240108_Smp_30ppt_A,Dimethylsulfonioacetate,NA,30,0
240108_Smp_30ppt_B,Dimethylsulfonioacetate,54771.593270180594,30,0
240108_Smp_30ppt_Blk,Dimethylsulfonioacetate,NA,30,0
240108_Smp_35ppt_A,Dimethylsulfonioacetate,NA,35,0
240108_Smp_35ppt_B,Dimethylsulfonioacetate,50855.837911823204,35,0
240108_Smp_35ppt_Blk,Dimethylsulfonioacetate,NA,35,0
240108_Smp_40ppt_A,Dimethylsulfonioacetate,NA,40,0
240108_Smp_40ppt_B,Dimethylsulfonioacetate,NA,40,0
240108_Smp_40ppt_Blk,Dimethylsulfonioacetate,NA,40,0
240108_Std_4uMStdsMix1InH2O_1,Dimethylsulfonioacetate,NA,NA,4
240108_Std_4uMStdsMix1InH2O_2,Dimethylsulfonioacetate,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_1,Dimethylsulfonioacetate,NA,NA,4
240108_Std_4uMStdsMix1InSynMatrix_2,Dimethylsulfonioacetate,NA,NA,4
240108_Poo_Syn_Full1,Dimethylsulfoniopropionate,NA,NA,0
240108_Poo_Syn_Full2,Dimethylsulfoniopropionate,56555.4817058389,NA,0
240108_Poo_Syn_Full3,Dimethylsulfoniopropionate,NA,NA,0
240108_Poo_Syn_Half1,Dimethylsulfoniopropionate,NA,NA,0
240108_Poo_Syn_Half2,Dimethylsulfoniopropionate,114567.78970206168,NA,0
240108_Poo_Syn_Half3,Dimethylsulfoniopropionate,NA,NA,0
240108_Smp_25ppt_A,Dimethylsulfoniopropionate,NA,25,0
240108_Smp_25ppt_B,Dimethylsulfoniopropionate,NA,25,0
240108_Smp_25ppt_Blk,Dimethylsulfoniopropionate,NA,25,0
240108_Smp_30ppt_A,Dimethylsulfoniopropionate,NA,30,0
240108_Smp_30ppt_B,Dimethylsulfoniopropionate,49630.18411035632,30,0
240108_Smp_30ppt_Blk,Dimethylsulfoniopropionate,NA,30,0
240108_Smp_35ppt_A,Dimethylsulfoniopropionate,76323.0538570043,35,0
240108_Smp_35ppt_B,Dimethylsulfoniopropionate,179568.49893845798,35,0
240108_Smp_35ppt_Blk,Dimethylsulfoniopropionate,NA,35,0
240108_Smp_40ppt_A,Dimethylsulfoniopropionate,NA,40,0
240108_Smp_40ppt_B,Dimethylsulfoniopropionate,84138.2450447657,40,0
240108_Smp_40ppt_Blk,Dimethylsulfoniopropionate,NA,40,0
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoniopropionate,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoniopropionate,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoniopropionate,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoniopropionate,NA,NA,4
240108_Poo_Syn_Full1,Dimethylsulfoxonium propionate,NA,NA,0
240108_Poo_Syn_Full2,Dimethylsulfoxonium propionate,NA,NA,0
240108_Poo_Syn_Full3,Dimethylsulfoxonium propionate,NA,NA,0
240108_Poo_Syn_Half1,Dimethylsulfoxonium propionate,NA,NA,0
240108_Poo_Syn_Half2,Dimethylsulfoxonium propionate,NA,NA,0
240108_Poo_Syn_Half3,Dimethylsulfoxonium propionate,NA,NA,0
240108_Smp_25ppt_A,Dimethylsulfoxonium propionate,NA,25,0
240108_Smp_25ppt_B,Dimethylsulfoxonium propionate,NA,25,0
240108_Smp_25ppt_Blk,Dimethylsulfoxonium propionate,NA,25,0
240108_Smp_30ppt_A,Dimethylsulfoxonium propionate,NA,30,0
240108_Smp_30ppt_B,Dimethylsulfoxonium propionate,NA,30,0
240108_Smp_30ppt_Blk,Dimethylsulfoxonium propionate,NA,30,0
240108_Smp_35ppt_A,Dimethylsulfoxonium propionate,NA,35,0
240108_Smp_35ppt_B,Dimethylsulfoxonium propionate,NA,35,0
240108_Smp_35ppt_Blk,Dimethylsulfoxonium propionate,NA,35,0
240108_Smp_40ppt_A,Dimethylsulfoxonium propionate,NA,40,0
240108_Smp_40ppt_B,Dimethylsulfoxonium propionate,50109.754606149254,40,0
240108_Smp_40ppt_Blk,Dimethylsulfoxonium propionate,NA,40,0
240108_Std_4uMStdsMix2InH2O_1,Dimethylsulfoxonium propionate,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Dimethylsulfoxonium propionate,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Dimethylsulfoxonium propionate,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Dimethylsulfoxonium propionate,NA,NA,4
240108_Poo_Syn_Full1,Ectoine,4489161.63006345,NA,0
240108_Poo_Syn_Full2,Ectoine,4143340.473171715,NA,0
240108_Poo_Syn_Full3,Ectoine,3928556.6283844276,NA,0
240108_Poo_Syn_Half1,Ectoine,3899674.366485225,NA,0
240108_Poo_Syn_Half2,Ectoine,4238747.733671736,NA,0
240108_Poo_Syn_Half3,Ectoine,2789421.105030219,NA,0
240108_Smp_25ppt_A,Ectoine,2537128.1222528373,25,0
240108_Smp_25ppt_B,Ectoine,2327689.0362834656,25,0
240108_Smp_25ppt_Blk,Ectoine,1174968.0719989429,25,0
240108_Smp_30ppt_A,Ectoine,2951841.754128215,30,0
240108_Smp_30ppt_B,Ectoine,3529305.874336182,30,0
240108_Smp_30ppt_Blk,Ectoine,822263.4755031232,30,0
240108_Smp_35ppt_A,Ectoine,6007955.962955353,35,0
240108_Smp_35ppt_B,Ectoine,8239903.655724065,35,0
240108_Smp_35ppt_Blk,Ectoine,1205988.6726717271,35,0
240108_Smp_40ppt_A,Ectoine,6506613.077835904,40,0
240108_Smp_40ppt_B,Ectoine,6514603.868106993,40,0
240108_Smp_40ppt_Blk,Ectoine,964810.9648849915,40,0
240108_Std_4uMStdsMix2InH2O_1,Ectoine,NA,NA,8
240108_Std_4uMStdsMix2InH2O_2,Ectoine,NA,NA,8
240108_Std_4uMStdsMix2InSynMatrix_1,Ectoine,NA,NA,8
240108_Std_4uMStdsMix2InSynMatrix_2,Ectoine,NA,NA,8
240108_Poo_Syn_Full1,Ergothioneine,764843058.9181148,NA,0
240108_Poo_Syn_Full2,Ergothioneine,801477425.7996695,NA,0
240108_Poo_Syn_Full3,Ergothioneine,645053172.3057088,NA,0
240108_Poo_Syn_Half1,Ergothioneine,653910482.3753402,NA,0
240108_Poo_Syn_Half2,Ergothioneine,741243666.506463,NA,0
240108_Poo_Syn_Half3,Ergothioneine,560930342.226515,NA,0
240108_Smp_25ppt_A,Ergothioneine,517596736.592702,25,0
240108_Smp_25ppt_B,Ergothioneine,748931894.4253653,25,0
240108_Smp_25ppt_Blk,Ergothioneine,26269.169038995715,25,0
240108_Smp_30ppt_A,Ergothioneine,525515938.2121795,30,0
240108_Smp_30ppt_B,Ergothioneine,871039432.1911414,30,0
240108_Smp_30ppt_Blk,Ergothioneine,0,30,0
240108_Smp_35ppt_A,Ergothioneine,1793637584.6156065,35,0
240108_Smp_35ppt_B,Ergothioneine,1681443364.6503425,35,0
240108_Smp_35ppt_Blk,Ergothioneine,0,35,0
240108_Smp_40ppt_A,Ergothioneine,736420279.943906,40,0
240108_Smp_40ppt_B,Ergothioneine,774266253.5693527,40,0
240108_Smp_40ppt_Blk,Ergothioneine,0,40,0
240108_Std_4uMStdsMix2InH2O_1,Ergothioneine,NA,NA,4
240108_Std_4uMStdsMix2InH2O_2,Ergothioneine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_1,Ergothioneine,NA,NA,4
240108_Std_4uMStdsMix2InSynMatrix_2,Ergothioneine,NA,NA,4
240108_Poo_Syn_Full1,Ethanolamine,19071214.946055032,NA,0
240108_Poo_Syn_Full2,Ethanolamine,242271721.4717166,NA,0
240108_Poo_Syn_Full3,Ethanolamine,272924681.3613739,NA,0
240108_Poo_Syn_Half1,Ethanolamine,270124195.68052936,NA,0
240108_Poo_Syn_Half2,Ethanolamine,1163451839.0205362,NA,0
240108_Poo_Syn_Half3,Ethanolamine,407118554.4369613,NA,0
240108_Smp_25ppt_A,Ethanolamine,270029235.6088257,25,0
240108_Smp_25ppt_B,Ethanolamine,93998020.98282169,25,0
240108_Smp_25ppt_Blk,Ethanolamine,80049188.80443922,25,0
240108_Smp_30ppt_A,Ethanolamine,188707474.2849818,30,0
240108_Smp_30ppt_B,Ethanolamine,2328091.666490897,30,0
240108_Smp_30ppt_Blk,Ethanolamine,170764178.13525566,30,0
240108_Smp_35ppt_A,Ethanolamine,802943796.094762,35,0
240108_Smp_35ppt_B,Ethanolamine,393095026.62214357,35,0
240108_Smp_35ppt_Blk,Ethanolamine,212103656.02868348,35,0
240108_Smp_40ppt_A,Ethanolamine,307467389.4358792,40,0
240108_Smp_40ppt_B,Ethanolamine,858066880.4772933,40,0
240108_Smp_40ppt_Blk,Ethanolamine,196783190.09323636,40,0
240108_Std_4uMStdsMix1InH2O_1,Ethanolamine,NA,NA,6
240108_Std_4uMStdsMix1InH2O_2,Ethanolamine,NA,NA,6
240108_Std_4uMStdsMix1InSynMatrix_1,Ethanolamine,NA,NA,6
240108_Std_4uMStdsMix1InSynMatrix_2,Ethanolamine,NA,NA,6
240108_Poo_Syn_Full1,Glucosamine,5291378.004885941,NA,0
240108_Poo_Syn_Full2,Glucosamine,4638152.038481361,NA,0
240108_Poo_Syn_Full3,Glucosamine,5058833.310264046,NA,0
240108_Poo_Syn_Half1,Glucosamine,4754683.351527252,NA,0
240108_Poo_Syn_Half2,Glucosamine,3883870.291230624,NA,0
240108_Poo_Syn_Half3,Glucosamine,4761521.995454695,NA,0
240108_Smp_25ppt_A,Glucosamine,116269.72652328057,25,0
240108_Smp_25ppt_B,Glucosamine,42648.54655205179,25,0
240108_Smp_25ppt_Blk,Glucosamine,34209.72113600692,25,0
240108_Smp_30ppt_A,Glucosamine,2881358.2367499233,30,0
240108_Smp_30ppt_B,Glucosamine,3298662.781013595,30,0
240108_Smp_30ppt_Blk,Glucosamine,NA,30,0
240108_Smp_35ppt_A,Glucosamine,10259515.156797139,35,0
240108_Smp_35ppt_B,Glucosamine,7974690.027905845,35,0
240108_Smp_35ppt_Blk,Glucosamine,28156.725466209482,35,0
240108_Smp_40ppt_A,Glucosamine,9693040.613464735,40,0
240108_Smp_40ppt_B,Glucosamine,9420492.078745257,40,0
240108_Smp_40ppt_Blk,Glucosamine,70831.53905218201,40,0
240108_Std_4uMStdsMix1InH2O_1,Glucosamine,NA,NA,5
240108_Std_4uMStdsMix1InH2O_2,Glucosamine,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_1,Glucosamine,NA,NA,5
240108_Std_4uMStdsMix1InSynMatrix_2,Glucosamine,NA,NA,5
240108_Poo_Syn_Full1,Glutamylphenylalanine,149847.7543819104,NA,0
240108_Poo_Syn_Full2,Glutamylphenylalanine,141564.39158854037,NA,0
240108_Poo_Syn_Full3,Glutamylphenylalanine,73989.22717471313,NA,0
240108_Poo_Syn_Half1,Glutamylphenylalanine,NA,NA,0
240108_Poo_Syn_Half2,Glutamylphenylalanine,76086.92539995637,NA,0
240108_Poo_Syn_Half3,Glutamylphenylalanine,118809.45104393906,NA,0
240108_Smp_25ppt_A,Glutamylphenylalanine,176681.52040357632,25,0
240108_Smp_25ppt_B,Glutamylphenylalanine,174036.6839602203,25,0
240108_Smp_25ppt_Blk,Glutamylphenylalanine,0,25,0
240108_Smp_30ppt_A,Glutamylphenylalanine,137128.3244188017,30,0
240108_Smp_30ppt_B,Glutamylphenylalanine,461233.9754864272,30,0
240108_Smp_30ppt_Blk,Glutamylphenylalanine,0,30,0
240108_Smp_35ppt_A,Glutamylphenylalanine,678562.8803705192,35,0
240108_Smp_35ppt_B,Glutamylphenylalanine,229103.10175966125,35,0
240108_Smp_35ppt_Blk,Glutamylphenylalanine,0,35,0
240108_Smp_40ppt_A,Glutamylphenylalanine,461763.12687981024,40,0
240108_Smp_40ppt_B,Glutamylphenylalanine,81758.93965508514,40,0
